	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.8108	0.8333	0.8219	0.6977	43.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	4.0
AMBIENCE#GENERAL:NEGATIVE	0.8571	0.8571	0.8571	0.75	8.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:POSITIVE	0.75	0.5	0.6	0.4286	7.0
DRINKS#QUALITY:NEUTRAL	1.0	1.0	1.0	1.0	1.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.8333	0.9091	0.8333	6.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	0.6667	1.0	0.8	0.6667	9.0
FOOD#PRICES:NEUTRAL	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:NEGATIVE	0.8571	0.75	0.8	0.6667	9.0
FOOD#QUALITY:POSITIVE	0.9223	0.8962	0.9091	0.8333	114.0
FOOD#QUALITY:NEUTRAL	0.4	1.0	0.5714	0.4	10.0
FOOD#QUALITY:NEGATIVE	0.9	0.9231	0.9114	0.8372	43.0
FOOD#STYLE_OPTIONS:POSITIVE	0.7143	0.6667	0.6897	0.5263	19.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.75	0.75	0.75	0.6	10.0
LOCATION#GENERAL:POSITIVE	1.0	0.5	0.6667	0.5	4.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:POSITIVE	0.8596	0.9245	0.8909	0.8033	61.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.625	0.625	0.625	0.4545	22.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.7143	0.5	0.5882	0.4167	12.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#PRICES:POSITIVE	1.0	0.6667	0.8	0.6667	6.0
RESTAURANT#PRICES:NEUTRAL	1.0	1.0	1.0	1.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.625	0.8333	0.7143	0.5556	9.0
SERVICE#GENERAL:POSITIVE	0.9143	0.9697	0.9412	0.8889	36.0
SERVICE#GENERAL:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
SERVICE#GENERAL:NEGATIVE	0.9459	0.9722	0.9589	0.9211	38.0
Micro-AVG	0.8447	0.8368	0.8407	0.7253	495.0
Macro-AVG	0.6476	0.5898	0.5984		495
