	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2632	0.814	0.3977	0.2482	141.0
DRINKS#PRICES	0.1875	1.0	0.3158	0.1875	16.0
DRINKS#QUALITY	0.4444	0.5	0.4706	0.3077	13.0
DRINKS#STYLE_OPTIONS	0.3636	0.6667	0.4706	0.3077	13.0
FOOD#PRICES	0.3889	0.4375	0.4118	0.2593	27.0
FOOD#QUALITY	0.6497	0.8533	0.7378	0.5845	219.0
FOOD#STYLE_OPTIONS	0.1818	0.2727	0.2182	0.1224	49.0
LOCATION#GENERAL	0.0667	0.4	0.1143	0.0606	33.0
RESTAURANT#GENERAL	0.3034	0.7714	0.4355	0.2784	194.0
RESTAURANT#MISCELLANEOUS	0.0278	0.0588	0.0377	0.0192	52.0
RESTAURANT#PRICES	0.4231	0.7857	0.55	0.3793	29.0
SERVICE#GENERAL	0.6214	0.8533	0.7191	0.5614	114.0
Micro-AVG	0.4038	0.7436	0.5234	0.3544	900.0
Macro-AVG	0.3268	0.6178	0.4066		900
