id,raw_text,aspectTerms
2,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",
4,"After all that, they complained to me about the small tip.",
26,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,
28,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",
29,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",
31,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,
52,The rice to fish ration was also good--they didn't try to overpack the rice.,
55,"In the evening, this place attracted a well dressed, with it, NY crowd.",
73,The lava cake dessert was incredible and I recommend it.,
85,I think I've had some the best meals of my life at minnow.,
87,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,
88,Worth the trip from Manhattan.,
90,My wife had the fried shrimp which are huge and loved it.,
100,"Our teenage kids love it, too.",
102,This is by far my favorite place in the neighborhood.,
103,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",
112,As always we had a great glass of wine while we waited.,
115,Make sure you try this place as often as you can.,
127,Slightly on the pricey side but worth it!,
129,"There was a small wait, but shorter than I expected.",
139,It's all about the food !!,
141,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",
143,"they were dry and disgusting, i didn't even finish my first piece.",
145,"Try the crunchy tuna, it is to die for.",
156,I take all my NYC guests to VT's.,
167,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,
170,Try their chef's specials-- they are to die for.,
192,"Inside is a little cramped, but to be expected.",
193,Service was prompt and courteous.,
201,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,
204,Over 100 different choices to create your own.,
210,We will return many times for this oasis in mid-town.,
214,Worth visiting the 1st Ave spot because it is the original store.,
215,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",
236,I would highly recommend it.,
238,We had a great time at the Jekyll and hyde Pub last night.,
241,The place's decor and hidden bathrooms made for a good laugh.,
242,I highly recommend visiting this restaurant and having dinner and drinks!,
265,The scallion pancakes and fried dumplings were nothing out of the ordinary.,
273,I will be going back very soon.,
275,Hats off to the chef.,
287,Ingredients are organic which is a real plus for me.,
288,We will be back.,
302,We both opted for a pasta dish and they were served timely and fresh.,
305,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,
308,"Yes, the prices are high, but I felt it was worth it.",
315,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",
329,"Pizza is terrific, as is homemade pasta.",
330,"Ambience is delightful, service impeccable.",
331,I'm still mad that i had to pay for lousy food.,
334,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,
336,This is my first time writing a review for a restaurant because the food and service was excellent.,
343,And amazingly cheap.,
349,"However, I think this place is a good hang out spot.",
367,Someone else recommended the dessert - we also left that.,
369,"Skip this restaurant, it's a big disappointment.",
370,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,
373,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",
391,It's cuz it's so good you need to taste it!!! ,
410,This place is so much fun.,
420,The place is a lot of fun.,
426,We had a good time.,
432,Service was quick.,
437,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",
438,Delivery is fast too.,
439,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",
445,Highly recommended to all!,
447,Prices too high for this cramped and unappealing resturant.,
480,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",
485,The food was authentic.,
494,I go twice a month!,
495,Fantastic!,
496,"The food is good, I can't lie.",
498,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,
499,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,
500,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",
503,I ate here a week ago and found most dishes average at best and too expensive.,
507,This place is always packed.,
513,JUST AWSOME.,
516,10,
519,"Quite frankly, this is some of the worst sushi I have ever tried.",
520,Will never be back.,
523,the all-u-can-eat sushi is definitely in very poor quality.,
524,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",
527,wont come back again for sure!,
536,The service was attentive.,
547,Chennai Garden is my favorite Indian restaurant in the city.,
557,Food is excellent.,
563,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,
569,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",
572,I highly recommend the restaurant based on our experience last night.,
573,We ate at this Thai place following the reviews but very unhappy with the foods.,
578,The food is so cheap and the waiters are nice.,
589,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,
599,Salads are a delicious way to begin the meal.,
600,You should pass on the calamari.,
603,Service is average.,
606,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",
615,this is can became on e of the NY Italian Food fare institutions.,
629,Nice Family owned traditional restaurant.,
646,"I would recommend Roxy's for that, but not for their food.",
648,"But, they were too big for the bun.",
653,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",
661,I will definetly be going back.,
664,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,
676,Also very inexpensive.,
679,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",
687,An excellent service,
688,We were greeted promptly by the waiter who was very nice and cordial.,
689,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,
690,The food looked very appetizing and delicious since it came on a variety of fancy plates.,
691,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,
692,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,
698,"Always a nice crowd, but never loud.",
717,I'm sure I'll return for a final judgement tho.,
719,Mizu is the Japenese find in Grammercy.,
728,"The view is spectacular, and the food is great.",
730,Definitely worth the trip to Battery Park City!,
732,Authentic Taiwanese food that's cheap... what more could you ask for?,
737,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,
743,"Their calzones are horrific, bad, vomit-inducing, YUCK.",
746,They charge different prices all the time.,
752,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",
754,"The atmosphere is unheralded, the service impecible, and the food magnificant.",
767,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,
776,Love Pizza 33..,
782,They even scoop it out nice (for those on a diet) not too much not to little.,
786,"Bagels are ok, but be sure not to make any special requests!",
819,The place was quiet and delightful.,
827,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",
831,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",
836,I cannot imagine a friendlier staff working in a restaurant.,
850,Steamed fresh so brought hot hot hot to your table.,
851,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",
852,"A few tips: skip the turnip cake, roast pork buns and egg custards.",
858,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,
861,"Have eaten at Ginger House several times, and it's always good.",
868,"Terrible, terrible management - deserves to be shut-down.",
882,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,
883,"Great food, great prices, great service.",
889,Great bagels made the old-fashioned way.,
891,The food was absolutely amazing!!,
896,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",
902,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,
903,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",
918,What a great place!,
933,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,
935,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",
936,A real dissapointment.,
942,It was pretty inexpensive too.,
