	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.3333	0.6	0.4286	0.2727	33.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.7619	0.7805	0.7711	0.6275	51.0
FOOD:NEGATIVE	0.6512	0.8615	0.7417	0.5895	95.0
FOOD:NEUTRAL	0.4444	0.3333	0.381	0.2353	17.0
FOOD:POSITIVE	0.83	0.7411	0.783	0.6434	129.0
PRICE:NEGATIVE	0.8889	0.6957	0.7805	0.64	25.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.6977	0.7692	0.7317	0.5769	52.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	5.0
GENERAL-IMPRESSION:POSITIVE	0.5972	0.8776	0.7107	0.5513	78.0
SERVICE:NEGATIVE	0.6667	0.6909	0.6786	0.5135	74.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.7826	0.806	0.7941	0.6585	82.0
Micro-AVG	0.6936	0.7546	0.7228	0.566	652.0
Macro-AVG	0.4969	0.5304	0.5067		652
