sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
1	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	staff	service general	positive	service general positive	no	0	0
1	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	staff	service general	negative	service general negative	yes	20	21
1	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	staff	service general	neutral	service general neutral	no	0	0
24	And I hate to say this but I doubt I 'll ever go back .	NULL	restaurant general	positive	restaurant general positive	no	0	0
24	And I hate to say this but I doubt I 'll ever go back .	NULL	restaurant general	negative	restaurant general negative	yes	0	0
24	And I hate to say this but I doubt I 'll ever go back .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
34	Food - awesome .	Food	food quality	positive	food quality positive	yes	1	2
34	Food - awesome .	Food	food quality	negative	food quality negative	no	0	0
34	Food - awesome .	Food	food quality	neutral	food quality neutral	no	0	0
36	Ambiance - relaxed and stylish .	Ambiance	ambience general	positive	ambience general positive	yes	1	2
36	Ambiance - relaxed and stylish .	Ambiance	ambience general	negative	ambience general negative	no	0	0
36	Ambiance - relaxed and stylish .	Ambiance	ambience general	neutral	ambience general neutral	no	0	0
51	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food quality	positive	food quality positive	yes	2	3
51	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food quality	negative	food quality negative	no	0	0
51	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food quality	neutral	food quality neutral	no	0	0
51	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food style_options	positive	food style_options positive	yes	2	3
51	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food style_options	negative	food style_options negative	no	0	0
51	The sushi seemed pretty fresh and was adequately proportioned .	sushi	food style_options	neutral	food style_options neutral	no	0	0
132	I will be back !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
132	I will be back !	NULL	restaurant general	negative	restaurant general negative	no	0	0
132	I will be back !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
138	The atmosphere isn 't the greatest , but I suppose that 's how they keep the prices down .	atmosphere	ambience general	positive	ambience general positive	no	0	0
138	The atmosphere isn 't the greatest , but I suppose that 's how they keep the prices down .	atmosphere	ambience general	negative	ambience general negative	no	0	0
138	The atmosphere isn 't the greatest , but I suppose that 's how they keep the prices down .	atmosphere	ambience general	neutral	ambience general neutral	yes	2	3
138	The atmosphere isn 't the greatest , but I suppose that 's how they keep the prices down .	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
138	The atmosphere isn 't the greatest , but I suppose that 's how they keep the prices down .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
138	The atmosphere isn 't the greatest , but I suppose that 's how they keep the prices down .	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
200	Also , because it is so thin , it gets cold very quickly and its not that filling .	NULL	food quality	positive	food quality positive	no	0	0
200	Also , because it is so thin , it gets cold very quickly and its not that filling .	NULL	food quality	negative	food quality negative	yes	0	0
200	Also , because it is so thin , it gets cold very quickly and its not that filling .	NULL	food quality	neutral	food quality neutral	no	0	0
200	Also , because it is so thin , it gets cold very quickly and its not that filling .	NULL	food style_options	positive	food style_options positive	no	0	0
200	Also , because it is so thin , it gets cold very quickly and its not that filling .	NULL	food style_options	negative	food style_options negative	yes	0	0
200	Also , because it is so thin , it gets cold very quickly and its not that filling .	NULL	food style_options	neutral	food style_options neutral	no	0	0
205	A must try !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
205	A must try !	NULL	restaurant general	negative	restaurant general negative	no	0	0
205	A must try !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
231	It 's simply the best meal in NYC .	meal	food quality	positive	food quality positive	yes	6	7
231	It 's simply the best meal in NYC .	meal	food quality	negative	food quality negative	no	0	0
231	It 's simply the best meal in NYC .	meal	food quality	neutral	food quality neutral	no	0	0
261	There 's nice and quiet , small but enough for 6 ( or more ) .	NULL	ambience general	positive	ambience general positive	yes	0	0
261	There 's nice and quiet , small but enough for 6 ( or more ) .	NULL	ambience general	negative	ambience general negative	no	0	0
261	There 's nice and quiet , small but enough for 6 ( or more ) .	NULL	ambience general	neutral	ambience general neutral	no	0	0
294	Big Wong gets big Ups for a fine establishment .	Big Wong	restaurant general	positive	restaurant general positive	yes	1	3
294	Big Wong gets big Ups for a fine establishment .	Big Wong	restaurant general	negative	restaurant general negative	no	0	0
294	Big Wong gets big Ups for a fine establishment .	Big Wong	restaurant general	neutral	restaurant general neutral	no	0	0
297	The food is prepared quickly and efficiently .	NULL	service general	positive	service general positive	yes	0	0
297	The food is prepared quickly and efficiently .	NULL	service general	negative	service general negative	no	0	0
297	The food is prepared quickly and efficiently .	NULL	service general	neutral	service general neutral	no	0	0
299	The takeout is great too since they give high quality tupperware as well .	takeout	service general	positive	service general positive	yes	2	3
299	The takeout is great too since they give high quality tupperware as well .	takeout	service general	negative	service general negative	no	0	0
299	The takeout is great too since they give high quality tupperware as well .	takeout	service general	neutral	service general neutral	no	0	0
324	MMmmm . . . it was delicious .	NULL	food quality	positive	food quality positive	yes	0	0
324	MMmmm . . . it was delicious .	NULL	food quality	negative	food quality negative	no	0	0
324	MMmmm . . . it was delicious .	NULL	food quality	neutral	food quality neutral	no	0	0
405	The menu is very limited - i think we counted 4 or 5 entrees .	menu	food style_options	positive	food style_options positive	no	0	0
405	The menu is very limited - i think we counted 4 or 5 entrees .	menu	food style_options	negative	food style_options negative	yes	2	3
405	The menu is very limited - i think we counted 4 or 5 entrees .	menu	food style_options	neutral	food style_options neutral	no	0	0
415	We will go back every time we are in the City .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
415	We will go back every time we are in the City .	NULL	restaurant general	negative	restaurant general negative	no	0	0
415	We will go back every time we are in the City .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
442	The bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels	food quality	positive	food quality positive	yes	2	3
442	The bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels	food quality	negative	food quality negative	no	0	0
442	The bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels	food quality	neutral	food quality neutral	no	0	0
442	The bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels	food style_options	positive	food style_options positive	yes	2	3
442	The bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels	food style_options	negative	food style_options negative	no	0	0
442	The bagels always warm , soft on the inside , crispy on the outside and enormous in size .	bagels	food style_options	neutral	food style_options neutral	no	0	0
462	The prices were CHEAP compared to the quality of service and food .	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
462	The prices were CHEAP compared to the quality of service and food .	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
462	The prices were CHEAP compared to the quality of service and food .	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
462	The prices were CHEAP compared to the quality of service and food .	service	service general	positive	service general positive	yes	10	11
462	The prices were CHEAP compared to the quality of service and food .	service	service general	negative	service general negative	no	0	0
462	The prices were CHEAP compared to the quality of service and food .	service	service general	neutral	service general neutral	no	0	0
462	The prices were CHEAP compared to the quality of service and food .	food	food quality	positive	food quality positive	yes	12	13
462	The prices were CHEAP compared to the quality of service and food .	food	food quality	negative	food quality negative	no	0	0
462	The prices were CHEAP compared to the quality of service and food .	food	food quality	neutral	food quality neutral	no	0	0
504	Will not be back .	NULL	restaurant general	positive	restaurant general positive	no	0	0
504	Will not be back .	NULL	restaurant general	negative	restaurant general negative	yes	0	0
504	Will not be back .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
555	Not a great place for family or general dining .	place	restaurant miscellaneous	positive	restaurant miscellaneous positive	no	0	0
555	Not a great place for family or general dining .	place	restaurant miscellaneous	negative	restaurant miscellaneous negative	yes	4	5
555	Not a great place for family or general dining .	place	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
561	Mermaid Inn is an overall good restaurant with really good seafood .	seafood	food quality	positive	food quality positive	yes	11	12
561	Mermaid Inn is an overall good restaurant with really good seafood .	seafood	food quality	negative	food quality negative	no	0	0
561	Mermaid Inn is an overall good restaurant with really good seafood .	seafood	food quality	neutral	food quality neutral	no	0	0
561	Mermaid Inn is an overall good restaurant with really good seafood .	Mermaid Inn	restaurant general	positive	restaurant general positive	yes	1	3
561	Mermaid Inn is an overall good restaurant with really good seafood .	Mermaid Inn	restaurant general	negative	restaurant general negative	no	0	0
561	Mermaid Inn is an overall good restaurant with really good seafood .	Mermaid Inn	restaurant general	neutral	restaurant general neutral	no	0	0
574	We thought that this place is using too much of MSG cooking in the foods .	foods	food quality	positive	food quality positive	no	0	0
574	We thought that this place is using too much of MSG cooking in the foods .	foods	food quality	negative	food quality negative	yes	15	16
574	We thought that this place is using too much of MSG cooking in the foods .	foods	food quality	neutral	food quality neutral	no	0	0
610	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently	NULL	service general	positive	service general positive	no	0	0
610	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently	NULL	service general	negative	service general negative	yes	0	0
610	When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not Mcdonald 's , every place makes things differently	NULL	service general	neutral	service general neutral	no	0	0
621	The food is great and reasonably priced .	food	food quality	positive	food quality positive	yes	2	3
