	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.25	0.4	0.3077	0.1818	44.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	12.0
AMBIENCE#GENERAL:NEGATIVE	0.3	0.75	0.4286	0.2727	11.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	4.0
DRINKS#PRICES:NEGATIVE	0.3333	1.0	0.5	0.3333	3.0
DRINKS#QUALITY:POSITIVE	0.6667	0.5	0.5714	0.4	5.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	4.0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES:POSITIVE	1.0	0.2	0.3333	0.2	5.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	5.0
FOOD#PRICES:NEGATIVE	0.0833	0.2	0.1176	0.0625	16.0
FOOD#QUALITY:POSITIVE	0.5309	0.6935	0.6014	0.43	100.0
FOOD#QUALITY:NEUTRAL	0.3333	0.6667	0.4444	0.2857	7.0
FOOD#QUALITY:NEGATIVE	0.8333	0.7895	0.8108	0.6818	22.0
FOOD#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	12.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	5.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.1667	0.5	0.25	0.1429	14.0
LOCATION#GENERAL:POSITIVE	0.05	1.0	0.0952	0.05	40.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	11.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	7.0
RESTAURANT#GENERAL:POSITIVE	0.1955	0.8667	0.319	0.1898	137.0
RESTAURANT#GENERAL:NEUTRAL	0.1111	1.0	0.2	0.1111	9.0
RESTAURANT#GENERAL:NEGATIVE	0.3103	0.9	0.4615	0.3	30.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0597	0.6667	0.1096	0.058	69.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	6.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES:POSITIVE	0.5	0.25	0.3333	0.2	5.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.0667	0.75	0.1224	0.0652	46.0
SERVICE#GENERAL:POSITIVE	0.4651	1.0	0.6349	0.4651	43.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE#GENERAL:NEGATIVE	0.6364	0.6087	0.6222	0.4516	31.0
Micro-AVG	0.2477	0.6375	0.3567	0.2171	737.0
Macro-AVG	0.2146	0.391	0.2295		737
