	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1154	0.2308	0.1538	0.0833	72.0
DRINKS#PRICES	0.1111	0.5	0.1818	0.1	10.0
DRINKS#QUALITY	0.5	0.4	0.4444	0.2857	7.0
DRINKS#STYLE_OPTIONS	0.1111	0.25	0.1538	0.0833	12.0
FOOD#PRICES	0.0	0.0	0.0	0.0	28.0
FOOD#QUALITY	0.3905	0.4881	0.4339	0.277	148.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	33.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	60.0
RESTAURANT#GENERAL	0.117	0.4878	0.1887	0.1042	192.0
RESTAURANT#MISCELLANEOUS	0.0115	0.1	0.0206	0.0104	96.0
RESTAURANT#PRICES	0.0426	0.2222	0.0714	0.037	54.0
SERVICE#GENERAL	0.3433	0.5227	0.4144	0.2614	88.0
Micro-AVG	0.1502	0.3865	0.2163	0.1212	800.0
Macro-AVG	0.1452	0.2668	0.1719		800
