	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.3913	0.8182	0.5294	0.36	75.0
AMBIENCE#GENERAL:NEUTRAL	0.0625	0.3333	0.1053	0.0556	18.0
AMBIENCE#GENERAL:NEGATIVE	0.3529	0.8571	0.5	0.3333	18.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	4.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	4.0
DRINKS#PRICES:NEGATIVE	0.0909	1.0	0.1667	0.0909	11.0
DRINKS#QUALITY:POSITIVE	0.5	0.4286	0.4615	0.3	10.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	3.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	4.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.5	0.6	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.25	1.0	0.4	0.25	4.0
FOOD#PRICES:POSITIVE	0.5556	0.7143	0.625	0.4545	11.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES:NEGATIVE	0.375	0.3333	0.3529	0.2143	14.0
FOOD#QUALITY:POSITIVE	0.7143	0.8182	0.7627	0.6164	146.0
FOOD#QUALITY:NEUTRAL	0.3077	0.8	0.4444	0.2857	14.0
FOOD#QUALITY:NEGATIVE	0.5962	0.8857	0.7126	0.5536	56.0
FOOD#STYLE_OPTIONS:POSITIVE	0.2941	0.3846	0.3333	0.2	25.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	7.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.25	0.2857	0.2667	0.1538	13.0
LOCATION#GENERAL:POSITIVE	0.1364	0.75	0.2308	0.1304	23.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	15.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	13.0
RESTAURANT#GENERAL:POSITIVE	0.3065	0.7308	0.4318	0.2754	138.0
RESTAURANT#GENERAL:NEUTRAL	0.0714	1.0	0.1333	0.0714	14.0
RESTAURANT#GENERAL:NEGATIVE	0.2692	0.8235	0.4058	0.2545	55.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0909	0.1	0.0952	0.05	20.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.25	0.5	0.3333	0.2	5.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0714	0.4	0.1212	0.0645	31.0
RESTAURANT#PRICES:POSITIVE	0.375	0.5	0.4286	0.2727	11.0
RESTAURANT#PRICES:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
RESTAURANT#PRICES:NEGATIVE	0.3529	0.8571	0.5	0.3333	18.0
SERVICE#GENERAL:POSITIVE	0.6522	0.8824	0.75	0.6	50.0
SERVICE#GENERAL:NEUTRAL	0.1111	0.5	0.1818	0.1	10.0
SERVICE#GENERAL:NEGATIVE	0.5614	0.8205	0.6667	0.5	64.0
Micro-AVG	0.3918	0.7389	0.5121	0.3442	921.0
Macro-AVG	0.259	0.5312	0.3236		921
