	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.25	0.5	0.3333	0.2	10.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.625	0.625	0.625	0.4545	11.0
FOOD:NEGATIVE	0.6522	0.8333	0.7317	0.5769	26.0
FOOD:NEUTRAL	1.0	0.6667	0.8	0.6667	3.0
FOOD:POSITIVE	0.75	0.7826	0.766	0.6207	29.0
PRICE:NEGATIVE	0.5714	0.6667	0.6154	0.4444	9.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:NEGATIVE	0.4706	0.8889	0.6154	0.4444	18.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.6154	0.7273	0.6667	0.5	16.0
SERVICE:NEGATIVE	0.8571	0.4615	0.6	0.4286	14.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	0.9	0.9474	0.9231	0.8571	21.0
Micro-AVG	0.6519	0.7521	0.6984	0.5366	164.0
Macro-AVG	0.5461	0.6066	0.5562		164
