	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4667	0.875	0.6087	0.4375	32.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.6207	0.8571	0.72	0.5625	64.0
FOOD:NEGATIVE	0.6804	0.8919	0.7719	0.6286	105.0
FOOD:NEUTRAL	0.7778	0.9333	0.8485	0.7368	19.0
FOOD:POSITIVE	0.8433	0.8898	0.8659	0.7635	148.0
PRICE:NEGATIVE	0.8947	0.7727	0.8293	0.7083	24.0
PRICE:NEUTRAL	0.6667	1.0	0.8	0.6667	3.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.7447	0.8974	0.814	0.6863	51.0
GENERAL-IMPRESSION:NEUTRAL	0.4	0.6667	0.5	0.3333	6.0
GENERAL-IMPRESSION:POSITIVE	0.5897	0.9583	0.7302	0.575	80.0
SERVICE:NEGATIVE	0.6711	0.8947	0.7669	0.622	82.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE:POSITIVE	0.8125	0.8784	0.8442	0.7303	89.0
Micro-AVG	0.7136	0.8859	0.7905	0.6536	713.0
Macro-AVG	0.6646	0.821	0.7266		713
