lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.96073717948718e-05,9.96073717948718e-05,49,,,,
,,49,0.5909725427627563,0,,
9.920673076923077e-05,9.920673076923077e-05,99,,,,
,,99,0.29529842734336853,0,,
9.880608974358975e-05,9.880608974358975e-05,149,,,,
,,149,0.13683901727199554,0,,
9.840544871794872e-05,9.840544871794872e-05,199,,,,
,,199,0.1575436294078827,0,,
9.80048076923077e-05,9.80048076923077e-05,249,,,,
,,249,0.24285364151000977,0,,
9.760416666666667e-05,9.760416666666667e-05,299,,,,
,,299,0.14108726382255554,0,,
9.720352564102564e-05,9.720352564102564e-05,349,,,,
,,349,0.10361997783184052,0,,
9.680288461538462e-05,9.680288461538462e-05,399,,,,
,,399,0.1245933547616005,0,,
9.64022435897436e-05,9.64022435897436e-05,449,,,,
,,449,0.07603013515472412,1,,
9.600160256410257e-05,9.600160256410257e-05,499,,,,
,,499,0.1053963229060173,1,,
9.560096153846154e-05,9.560096153846154e-05,549,,,,
,,549,0.10019946098327637,1,,
9.520032051282052e-05,9.520032051282052e-05,599,,,,
,,599,0.07116944342851639,1,,
9.479967948717949e-05,9.479967948717949e-05,649,,,,
,,649,0.028065094724297523,1,,
9.439903846153847e-05,9.439903846153847e-05,699,,,,
,,699,0.019851919263601303,1,,
9.399839743589744e-05,9.399839743589744e-05,749,,,,
,,749,0.05338166281580925,1,,
9.35977564102564e-05,9.35977564102564e-05,799,,,,
,,799,0.16837075352668762,1,,
9.319711538461539e-05,9.319711538461539e-05,849,,,,
,,849,0.04644915461540222,2,,
9.279647435897437e-05,9.279647435897437e-05,899,,,,
,,899,0.047228556126356125,2,,
9.239583333333334e-05,9.239583333333334e-05,949,,,,
,,949,0.013412647880613804,2,,
9.199519230769232e-05,9.199519230769232e-05,999,,,,
,,999,0.014729851856827736,2,,
9.159455128205129e-05,9.159455128205129e-05,1049,,,,
,,1049,0.010695381090044975,2,,
9.119391025641026e-05,9.119391025641026e-05,1099,,,,
,,1099,0.0026227394118905067,2,,
9.079326923076924e-05,9.079326923076924e-05,1149,,,,
,,1149,0.01688455417752266,2,,
9.03926282051282e-05,9.03926282051282e-05,1199,,,,
,,1199,0.04846770688891411,2,,
8.999198717948718e-05,8.999198717948718e-05,1249,,,,
,,1249,0.001196376164443791,3,,
8.959134615384615e-05,8.959134615384615e-05,1299,,,,
,,1299,0.0414402149617672,3,,
8.919070512820514e-05,8.919070512820514e-05,1349,,,,
,,1349,0.019169321283698082,3,,
8.879006410256411e-05,8.879006410256411e-05,1399,,,,
,,1399,0.0049501825124025345,3,,
8.838942307692309e-05,8.838942307692309e-05,1449,,,,
,,1449,0.003231445560231805,3,,
8.798878205128206e-05,8.798878205128206e-05,1499,,,,
,,1499,0.09693735092878342,3,,
8.758814102564104e-05,8.758814102564104e-05,1549,,,,
,,1549,0.01164898369461298,3,,
8.71875e-05,8.71875e-05,1599,,,,
,,1599,0.07310396432876587,3,,
8.678685897435897e-05,8.678685897435897e-05,1649,,,,
,,1649,0.009957612492144108,3,,
8.638621794871795e-05,8.638621794871795e-05,1699,,,,
,,1699,0.0006801570998504758,4,,
8.598557692307692e-05,8.598557692307692e-05,1749,,,,
,,1749,0.026191864162683487,4,,
8.55849358974359e-05,8.55849358974359e-05,1799,,,,
,,1799,0.005585086531937122,4,,
8.518429487179487e-05,8.518429487179487e-05,1849,,,,
,,1849,0.0019919502083212137,4,,
8.478365384615386e-05,8.478365384615386e-05,1899,,,,
,,1899,0.045608773827552795,4,,
8.438301282051283e-05,8.438301282051283e-05,1949,,,,
,,1949,0.030508652329444885,4,,
