	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4583	0.6875	0.55	0.3793	29.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6607	0.8409	0.74	0.5873	63.0
FOOD:NEGATIVE	0.6634	0.8701	0.7528	0.6036	111.0
FOOD:NEUTRAL	0.875	0.5833	0.7	0.5385	13.0
FOOD:POSITIVE	0.7339	0.9286	0.8198	0.6947	131.0
PRICE:NEGATIVE	1.0	0.2	0.3333	0.2	20.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.3333	0.1667	0.2222	0.125	8.0
GENERAL-IMPRESSION:NEGATIVE	0.5667	0.8718	0.6869	0.5231	65.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.6667	0.8	0.6667	3.0
GENERAL-IMPRESSION:POSITIVE	0.7069	0.8542	0.7736	0.6308	65.0
SERVICE:NEGATIVE	0.8431	0.7679	0.8037	0.6719	64.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.913	0.9403	0.9265	0.863	73.0
Micro-AVG	0.7161	0.8184	0.7638	0.6179	649.0
Macro-AVG	0.5836	0.5585	0.5406		649
