	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.9	0.5806	0.7059	0.5455	33.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
AMBIENCE#GENERAL:NEGATIVE	0.6	0.8571	0.7059	0.5455	11.0
DRINKS#PRICES:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#QUALITY:POSITIVE	0.8333	0.7143	0.7692	0.625	8.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.75	0.75	0.75	0.6	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0	0	0	0	0
FOOD#PRICES:POSITIVE	1.0	0.1667	0.2857	0.1667	6.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	1.0	0.1429	0.25	0.1429	7.0
FOOD#QUALITY:POSITIVE	0.95	0.6972	0.8042	0.6726	113.0
FOOD#QUALITY:NEUTRAL	1.0	0.8	0.8889	0.8	5.0
FOOD#QUALITY:NEGATIVE	0.8621	0.7353	0.7937	0.6579	38.0
FOOD#STYLE_OPTIONS:POSITIVE	0.4667	0.5385	0.5	0.3333	21.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.8	0.4444	0.5714	0.4	10.0
LOCATION#GENERAL:POSITIVE	0.6	1.0	0.75	0.6	5.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.662	0.9038	0.7642	0.6184	76.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.6818	0.8824	0.7692	0.625	24.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.1429	0.1111	0.125	0.0667	15.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	5.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	11.0
RESTAURANT#PRICES:POSITIVE	0.5	0.8333	0.625	0.4545	11.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	3.0
RESTAURANT#PRICES:NEGATIVE	0.375	0.8571	0.5217	0.3529	17.0
SERVICE#GENERAL:POSITIVE	0.871	0.7297	0.7941	0.6585	41.0
SERVICE#GENERAL:NEUTRAL	0.25	0.5	0.3333	0.2	5.0
SERVICE#GENERAL:NEGATIVE	0.96	0.6486	0.7742	0.6316	38.0
Micro-AVG	0.7287	0.673	0.6998	0.5382	524.0
Macro-AVG	0.427	0.4137	0.3875		524
