	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.3875	0.8611	0.5345	0.3647	85.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
AMBIENCE#GENERAL:NEGATIVE	0.4444	0.5714	0.5	0.3333	12.0
DRINKS#PRICES:POSITIVE	0.5	0.5	0.5	0.3333	3.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:POSITIVE	0.4286	0.5	0.4615	0.3	10.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.8333	0.9091	0.8333	6.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	0.625	0.8333	0.7143	0.5556	9.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:NEGATIVE	0.4444	0.5	0.4706	0.3077	13.0
FOOD#QUALITY:POSITIVE	0.5738	0.9906	0.7266	0.5707	184.0
FOOD#QUALITY:NEUTRAL	0.1667	0.25	0.2	0.1111	9.0
FOOD#QUALITY:NEGATIVE	0.5667	0.8718	0.6869	0.5231	65.0
FOOD#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	15.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	2.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	8.0
LOCATION#GENERAL:POSITIVE	0.5	0.25	0.3333	0.2	5.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.4388	0.8113	0.5695	0.3981	108.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.4583	0.6875	0.55	0.3793	29.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	10.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	8.0
RESTAURANT#PRICES:POSITIVE	0.8	0.6667	0.7273	0.5714	7.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.4	0.6667	0.5	0.3333	12.0
SERVICE#GENERAL:POSITIVE	0.9333	0.8485	0.8889	0.8	35.0
SERVICE#GENERAL:NEUTRAL	0.0588	0.5	0.1053	0.0556	18.0
SERVICE#GENERAL:NEGATIVE	0.4028	0.8056	0.537	0.3671	79.0
Micro-AVG	0.4968	0.7343	0.5927	0.4211	748.0
Macro-AVG	0.2814	0.3597	0.3032		748
