sentence_id	yes_no	aspect_sentiment	sentence	ner_tags
1	0	service general positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	1	service general negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O T O O O O O O O O O O O O O
1	0	service general neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant general positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant general negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant general neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food quality positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food quality negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food quality neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food style_options positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food style_options negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
