lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.96073717948718e-05,9.96073717948718e-05,49,,,,
,,49,0.40611186623573303,0,,
9.920673076923077e-05,9.920673076923077e-05,99,,,,
,,99,0.22105778753757477,0,,
9.880608974358975e-05,9.880608974358975e-05,149,,,,
,,149,0.22869403660297394,0,,
9.840544871794872e-05,9.840544871794872e-05,199,,,,
,,199,0.15127749741077423,0,,
9.80048076923077e-05,9.80048076923077e-05,249,,,,
,,249,0.22890561819076538,0,,
9.760416666666667e-05,9.760416666666667e-05,299,,,,
,,299,0.08656831085681915,0,,
9.720352564102564e-05,9.720352564102564e-05,349,,,,
,,349,0.08448877185583115,0,,
9.680288461538462e-05,9.680288461538462e-05,399,,,,
,,399,0.06868475675582886,0,,
9.64022435897436e-05,9.64022435897436e-05,449,,,,
,,449,0.11066485941410065,1,,
9.600160256410257e-05,9.600160256410257e-05,499,,,,
,,499,0.07806345820426941,1,,
9.560096153846154e-05,9.560096153846154e-05,549,,,,
,,549,0.07086022943258286,1,,
9.520032051282052e-05,9.520032051282052e-05,599,,,,
,,599,0.07747143507003784,1,,
9.479967948717949e-05,9.479967948717949e-05,649,,,,
,,649,0.02171570621430874,1,,
9.439903846153847e-05,9.439903846153847e-05,699,,,,
,,699,0.05448303744196892,1,,
9.399839743589744e-05,9.399839743589744e-05,749,,,,
,,749,0.04071609675884247,1,,
9.35977564102564e-05,9.35977564102564e-05,799,,,,
,,799,0.04272877797484398,1,,
9.319711538461539e-05,9.319711538461539e-05,849,,,,
,,849,0.042955342680215836,2,,
9.279647435897437e-05,9.279647435897437e-05,899,,,,
,,899,0.034733887761831284,2,,
9.239583333333334e-05,9.239583333333334e-05,949,,,,
,,949,0.06772066652774811,2,,
9.199519230769232e-05,9.199519230769232e-05,999,,,,
,,999,0.008154365234076977,2,,
9.159455128205129e-05,9.159455128205129e-05,1049,,,,
,,1049,0.05716334283351898,2,,
9.119391025641026e-05,9.119391025641026e-05,1099,,,,
,,1099,0.0035913148894906044,2,,
9.079326923076924e-05,9.079326923076924e-05,1149,,,,
,,1149,0.011362294666469097,2,,
9.03926282051282e-05,9.03926282051282e-05,1199,,,,
,,1199,0.02564415894448757,2,,
8.999198717948718e-05,8.999198717948718e-05,1249,,,,
,,1249,0.011838519014418125,3,,
8.959134615384615e-05,8.959134615384615e-05,1299,,,,
,,1299,0.01568198949098587,3,,
8.919070512820514e-05,8.919070512820514e-05,1349,,,,
,,1349,0.037721727043390274,3,,
8.879006410256411e-05,8.879006410256411e-05,1399,,,,
,,1399,0.0017730299150571227,3,,
8.838942307692309e-05,8.838942307692309e-05,1449,,,,
,,1449,0.011117341928184032,3,,
8.798878205128206e-05,8.798878205128206e-05,1499,,,,
,,1499,0.025920085608959198,3,,
8.758814102564104e-05,8.758814102564104e-05,1549,,,,
,,1549,0.025135667994618416,3,,
8.71875e-05,8.71875e-05,1599,,,,
,,1599,0.0024249854031950235,3,,
8.678685897435897e-05,8.678685897435897e-05,1649,,,,
,,1649,0.00151950609870255,3,,
8.638621794871795e-05,8.638621794871795e-05,1699,,,,
,,1699,0.017975827679038048,4,,
8.598557692307692e-05,8.598557692307692e-05,1749,,,,
,,1749,0.016073785722255707,4,,
8.55849358974359e-05,8.55849358974359e-05,1799,,,,
,,1799,0.003126543015241623,4,,
8.518429487179487e-05,8.518429487179487e-05,1849,,,,
,,1849,0.06427668780088425,4,,
8.478365384615386e-05,8.478365384615386e-05,1899,,,,
