id,raw_text,aspectTerms
0,"Judging from previous posts this used to be a good place, but not any longer.",
1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",
24,And I hate to say this but I doubt I'll ever go back. ,
32,we love th pink pony.,
34,Food-awesome.,
36,Ambiance- relaxed and stylish.,
51,The sushi seemed pretty fresh and was adequately proportioned.,
98,Decent wine at reasonable prices.,
108,The food was bland oily.,
132,I will be back!,
138,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",
154,"Have recommended the place to friends, always gets good response.",
157,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",
183,Such a disappointment...,
196,Prices are in line.,
200,"Also, because it is so thin, it gets cold very quickly and its not that filling.",
205,A must try!,
231,It's simply the best meal in NYC.,
257,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",
261,"There's nice and quiet, small but enough for 6 (or more).",
294,Big Wong gets big Ups for a fine establishment.,
297,The food is prepared quickly and efficiently.,
299,The takeout is great too since they give high quality tupperware as well.,
317,Right off the L in Brooklyn this is a nice cozy place with good pizza.,
323,I started out with a Bombay beer which was big enough for two.,
324,MMmmm... it was delicious.,
333,Service was also horrible and the ambience is not that great.,
344,Big thumbs up!,
358,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",
363,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",
399,The wine list is excellent.,
405,The menu is very limited - i think we counted 4 or 5 entrees.,
415,We will go back every time we are in the City.,
418,The food was pretty tradional but it was hot and good with large portions.,
427,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,
442,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",
455,Thius is a must for anyone who loves Shabu-Shabu.,
462,The prices were CHEAP compared to the quality of service and food.,
474,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,
504,Will not be back.,
518,The fish was not fresh and the rice tasted old and stale.,
537,I look forward to eating here again,
555,Not a great place for family or general dining.,
556,LLOOVVE THIS PLACE.,
561,Mermaid Inn is an overall good restaurant with really good seafood.,
574,We thought that this place is using too much of MSG cooking in the foods.,
584,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",
591,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",
610,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",
618,"Everything was wonderful; food, drinks, staff, mileau.",
621,The food is great and reasonably priced.,
638,The food was good.,
665,We waited at the bar and had martinis that were just right.,
666,We will be back.,
677,A great choice at any cost and a great deal.,
696,You cannot go wrong with this place.,
700,Good for dates or with friends.,
701,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,
714,So rushing us out was absolutely unnecessary!,
720,"While their kitchen food is delicious, their Sushi is out of this world.",
731,One of my favorite places in Manhattan.,
756,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",
800,The location is perfect.,
812,"For authentic Thai food, look no further than Toons.",
818,I'm saving up for my next visit.,
832,I LOVE their Thai,
849,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",
862,The fried dumplings are GREAT!,
871,Spreads and toppings are great - though a bit pricey.,
875,"Been there, done that, and New York, it's not that big a deal.",
886,I really loved the different and inovated touch that's the cheff gives to the food.,
898,Dessert is a joke...dont bother,
899,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",
900,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",
906,A pleasant surprise.,
907,Go there to relax and feel like your somewhere else.,
911,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",
920,"A cool bar with great food, and tons of excellent beer.",
921,And even with it's Pub atmosphere they were great to my kids too!,
927,The only thing the waiters don't do for you is wipe your chin when you leave.,
