sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	Essen	food	positive	food positive	yes	3	4
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	Essen	food	negative	food negative	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	Essen	food	neutral	food neutral	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	NULL	price	positive	price positive	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	NULL	price	negative	price negative	yes	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	NULL	price	neutral	price neutral	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	positive	food positive	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	negative	food negative	yes	2	3
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	neutral	food neutral	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	positive	food positive	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	negative	food negative	yes	10	13
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	neutral	food neutral	no	0	0
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare .	LOC	food	positive	food positive	yes	2	3
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare .	LOC	food	negative	food negative	no	0	0
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare .	LOC	food	neutral	food neutral	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	Service	service	positive	service positive	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	Service	service	negative	service negative	yes	7	8
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	Service	service	neutral	service neutral	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	NULL	general-impression	positive	general-impression positive	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	NULL	general-impression	negative	general-impression negative	yes	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	NULL	general-impression	neutral	general-impression neutral	no	0	0
76	Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .	Preise	price	positive	price positive	yes	9	10
76	Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .	Preise	price	negative	price negative	no	0	0
76	Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .	Preise	price	neutral	price neutral	no	0	0
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .	Menü	food	positive	food positive	yes	16	17
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .	Menü	food	negative	food negative	no	0	0
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .	Menü	food	neutral	food neutral	no	0	0
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .	Location	ambience	positive	ambience positive	yes	9	10
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .	Location	ambience	negative	ambience negative	no	0	0
81	Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .	Location	ambience	neutral	ambience neutral	no	0	0
88	Das Kartoffelgratin war ebenfalls von trockener Konsistenz .	Kartoffelgratin	food	positive	food positive	no	0	0
88	Das Kartoffelgratin war ebenfalls von trockener Konsistenz .	Kartoffelgratin	food	negative	food negative	yes	2	3
88	Das Kartoffelgratin war ebenfalls von trockener Konsistenz .	Kartoffelgratin	food	neutral	food neutral	no	0	0
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	Kellner	service	positive	service positive	yes	17	18
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	Kellner	service	negative	service negative	no	0	0
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	Kellner	service	neutral	service neutral	no	0	0
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	Essen	food	positive	food positive	yes	23	24
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	Essen	food	negative	food negative	no	0	0
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	Essen	food	neutral	food neutral	no	0	0
92	Ich hatte am 10 . 07 . 2023 meinen Geburtstag in der RESTAURANTNAME gefeiert , die Kellner waren sehr aufmerksam und das Essen ein Traum , ich kann es nur weiterempfehlen .	NULL	general-impression	positive	general-impression positive	yes	0	0
