sentence_id	yes_no	aspect_sentiment	sentence	ner_tags
26	1	food quality positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O B I I I I I O
26	0	food quality negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food quality neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	ambience general positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	ambience general negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	ambience general neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food style_options positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food style_options negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food style_options neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	service general positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	service general negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	service general neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant prices positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant prices negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant prices neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant general positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant general negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant general neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant miscellaneous positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant miscellaneous negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	restaurant miscellaneous neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food prices positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food prices negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	food prices neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks quality positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks quality negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks quality neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	location general positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	location general negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	location general neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks style_options positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks style_options negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks style_options neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks prices positive	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks prices negative	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
26	0	drinks prices neutral	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	O O O O O O O O O O O O O O O
28	0	food quality positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food quality negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food quality neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	1	ambience general positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	1	ambience general negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O B O O O O O
28	0	ambience general neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food style_options positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food style_options negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food style_options neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	service general positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	service general negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	service general neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant prices positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant prices negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant prices neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant general positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant general negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant general neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant miscellaneous positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant miscellaneous negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	restaurant miscellaneous neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food prices positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food prices negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	food prices neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	drinks quality positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	drinks quality negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	drinks quality neutral	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	location general positive	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
28	0	location general negative	The decor is night tho . . . but they REALLY need to clean that vent in the ceiling . . . its quite un - appetizing , and kills your effort to make this place look sleek and modern .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
