	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.6207	0.5806	0.6	0.4286	42.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
AMBIENCE#GENERAL:NEGATIVE	0.5714	0.5714	0.5714	0.4	10.0
DRINKS#PRICES:POSITIVE	0.4	1.0	0.5714	0.4	5.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#QUALITY:POSITIVE	0.5	0.8571	0.6316	0.4615	13.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.25	0.25	0.25	0.1429	7.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0	0	0	0	0
FOOD#PRICES:POSITIVE	1.0	0.1667	0.2857	0.1667	6.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	1.0	0.1429	0.25	0.1429	7.0
FOOD#QUALITY:POSITIVE	0.875	0.6422	0.7407	0.5882	119.0
FOOD#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	5.0
FOOD#QUALITY:NEGATIVE	0.7568	0.8235	0.7887	0.6512	43.0
FOOD#STYLE_OPTIONS:POSITIVE	0.3158	0.4615	0.375	0.2308	26.0
FOOD#STYLE_OPTIONS:NEUTRAL	1.0	1.0	1.0	1.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.6667	0.4444	0.5333	0.3636	11.0
LOCATION#GENERAL:POSITIVE	1.0	0.3333	0.5	0.3333	3.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.5625	0.8654	0.6818	0.5172	87.0
RESTAURANT#GENERAL:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
RESTAURANT#GENERAL:NEGATIVE	0.4848	0.9412	0.64	0.4706	34.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	11.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.5	0.25	0.3333	0.2	5.0
RESTAURANT#PRICES:POSITIVE	0.4286	1.0	0.6	0.4286	14.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEGATIVE	0.2857	0.5714	0.381	0.2353	17.0
SERVICE#GENERAL:POSITIVE	0.8438	0.7297	0.7826	0.6429	42.0
SERVICE#GENERAL:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
SERVICE#GENERAL:NEGATIVE	1.0	0.6757	0.8065	0.6757	37.0
Micro-AVG	0.6538	0.6444	0.649	0.4804	562.0
Macro-AVG	0.4184	0.4113	0.3701		562
