	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.2268	0.6667	0.3385	0.2037	108.0
AMBIENCE#GENERAL:NEUTRAL	0.0385	0.3333	0.069	0.0357	28.0
AMBIENCE#GENERAL:NEGATIVE	0.8333	0.7143	0.7692	0.625	8.0
DRINKS#PRICES:POSITIVE	0.125	0.5	0.2	0.1111	9.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	9.0
DRINKS#PRICES:NEGATIVE	0.2	1.0	0.3333	0.2	5.0
DRINKS#QUALITY:POSITIVE	0.0769	0.2857	0.1212	0.0645	31.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	13.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.1667	0.6	0.2609	0.15	20.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	13.0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	0.3333	0.4286	0.375	0.2308	13.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	10.0
FOOD#PRICES:NEGATIVE	0.3333	0.3333	0.3333	0.2	15.0
FOOD#QUALITY:POSITIVE	0.34	0.7727	0.4722	0.3091	275.0
FOOD#QUALITY:NEUTRAL	0.0348	0.8	0.0667	0.0345	116.0
FOOD#QUALITY:NEGATIVE	0.2909	0.9143	0.4414	0.2832	113.0
FOOD#STYLE_OPTIONS:POSITIVE	0.0519	0.3077	0.0889	0.0465	86.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	23.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.2857	0.2857	0.2857	0.1667	12.0
LOCATION#GENERAL:POSITIVE	0.0484	0.75	0.0909	0.0476	63.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	51.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	5.0
RESTAURANT#GENERAL:POSITIVE	0.1646	0.75	0.2699	0.156	250.0
RESTAURANT#GENERAL:NEUTRAL	0.04	1.0	0.0769	0.04	25.0
RESTAURANT#GENERAL:NEGATIVE	0.2558	0.6471	0.3667	0.2245	49.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0667	0.2	0.1	0.0526	38.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	33.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES:POSITIVE	0.2222	0.3333	0.2667	0.1538	13.0
RESTAURANT#PRICES:NEUTRAL	0.0526	1.0	0.1	0.0526	19.0
RESTAURANT#PRICES:NEGATIVE	0.2273	0.7143	0.3448	0.2083	24.0
SERVICE#GENERAL:POSITIVE	0.1277	0.8824	0.223	0.1255	239.0
SERVICE#GENERAL:NEUTRAL	0.0588	0.5	0.1053	0.0556	18.0
SERVICE#GENERAL:NEGATIVE	0.2237	0.8718	0.356	0.2166	157.0
Micro-AVG	0.1673	0.6946	0.2697	0.1559	1912.0
Macro-AVG	0.1618	0.4609	0.2071		1912
