	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.3125	0.7143	0.4348	0.2778	18.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	4.0
AMBIENCE:POSITIVE	0.6207	0.9	0.7347	0.5806	31.0
FOOD:NEGATIVE	0.6038	0.9697	0.7442	0.5926	54.0
FOOD:NEUTRAL	0.4444	0.8889	0.5926	0.4211	19.0
FOOD:POSITIVE	0.7619	0.9796	0.8571	0.75	64.0
PRICE:NEGATIVE	0.5	0.7	0.5833	0.4118	17.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	6.0
PRICE:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
GENERAL-IMPRESSION:NEGATIVE	0.3478	0.8889	0.5	0.3333	48.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	6.0
GENERAL-IMPRESSION:POSITIVE	0.4419	0.8636	0.5846	0.413	46.0
SERVICE:NEGATIVE	0.6389	0.8846	0.7419	0.5897	39.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.8108	0.9091	0.8571	0.75	40.0
Micro-AVG	0.5576	0.9004	0.6887	0.5253	396.0
Macro-AVG	0.41	0.6466	0.4954		396
