lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.930985915492958e-05,9.930985915492958e-05,49,,,,
,,49,0.42794299125671387,0,,
9.86056338028169e-05,9.86056338028169e-05,99,,,,
,,99,0.17196042835712433,0,,
9.790140845070423e-05,9.790140845070423e-05,149,,,,
,,149,0.18996939063072205,0,,
9.719718309859154e-05,9.719718309859154e-05,199,,,,
,,199,0.12808798253536224,0,,
9.649295774647887e-05,9.649295774647887e-05,249,,,,
,,249,0.13298308849334717,0,,
9.57887323943662e-05,9.57887323943662e-05,299,,,,
,,299,0.09287124127149582,0,,
9.508450704225352e-05,9.508450704225352e-05,349,,,,
,,349,0.09333419054746628,0,,
9.438028169014085e-05,9.438028169014085e-05,399,,,,
,,399,0.024825865402817726,1,,
9.367605633802817e-05,9.367605633802817e-05,449,,,,
,,449,0.0390944741666317,1,,
9.29718309859155e-05,9.29718309859155e-05,499,,,,
,,499,0.052646931260824203,1,,
9.226760563380282e-05,9.226760563380282e-05,549,,,,
,,549,0.036955222487449646,1,,
9.156338028169015e-05,9.156338028169015e-05,599,,,,
,,599,0.039163339883089066,1,,
9.085915492957747e-05,9.085915492957747e-05,649,,,,
,,649,0.032061368227005005,1,,
9.01549295774648e-05,9.01549295774648e-05,699,,,,
,,699,0.01998264156281948,1,,
8.945070422535212e-05,8.945070422535212e-05,749,,,,
,,749,0.0551471933722496,2,,
8.874647887323944e-05,8.874647887323944e-05,799,,,,
,,799,0.009071782231330872,2,,
8.804225352112676e-05,8.804225352112676e-05,849,,,,
,,849,0.010015728883445263,2,,
8.733802816901409e-05,8.733802816901409e-05,899,,,,
,,899,0.033250778913497925,2,,
8.663380281690141e-05,8.663380281690141e-05,949,,,,
,,949,0.0178292877972126,2,,
8.592957746478874e-05,8.592957746478874e-05,999,,,,
,,999,0.018432024866342545,2,,
8.522535211267606e-05,8.522535211267606e-05,1049,,,,
,,1049,0.012615399435162544,2,,
8.452112676056339e-05,8.452112676056339e-05,1099,,,,
,,1099,0.03517509624361992,3,,
8.381690140845072e-05,8.381690140845072e-05,1149,,,,
,,1149,0.018242662772536278,3,,
8.311267605633804e-05,8.311267605633804e-05,1199,,,,
,,1199,0.01580699346959591,3,,
8.240845070422537e-05,8.240845070422537e-05,1249,,,,
,,1249,0.01094783004373312,3,,
8.170422535211268e-05,8.170422535211268e-05,1299,,,,
,,1299,0.015612288378179073,3,,
8.1e-05,8.1e-05,1349,,,,
,,1349,0.013814710080623627,3,,
8.029577464788733e-05,8.029577464788733e-05,1399,,,,
,,1399,0.010160990059375763,3,,
7.959154929577464e-05,7.959154929577464e-05,1449,,,,
,,1449,0.003850420704111457,4,,
7.888732394366197e-05,7.888732394366197e-05,1499,,,,
,,1499,0.003165728645399213,4,,
7.818309859154929e-05,7.818309859154929e-05,1549,,,,
,,1549,0.008184628561139107,4,,
7.747887323943662e-05,7.747887323943662e-05,1599,,,,
,,1599,0.0032526012510061264,4,,
7.677464788732394e-05,7.677464788732394e-05,1649,,,,
,,1649,0.02055431716144085,4,,
7.607042253521127e-05,7.607042253521127e-05,1699,,,,
,,1699,0.006593140307813883,4,,
7.53661971830986e-05,7.53661971830986e-05,1749,,,,
,,1749,0.023786593228578568,4,,
7.466197183098592e-05,7.466197183098592e-05,1799,,,,
,,1799,0.0019378821598365903,5,,
7.395774647887325e-05,7.395774647887325e-05,1849,,,,
,,1849,0.0010812500258907676,5,,
7.325352112676057e-05,7.325352112676057e-05,1899,,,,
,,1899,0.0027000459376722574,5,,
7.25492957746479e-05,7.25492957746479e-05,1949,,,,
,,1949,0.006724477279931307,5,,
7.184507042253521e-05,7.184507042253521e-05,1999,,,,
,,1999,0.0013336037518456578,5,,
7.114084507042253e-05,7.114084507042253e-05,2049,,,,
,,2049,0.001203767373226583,5,,
7.043661971830986e-05,7.043661971830986e-05,2099,,,,
,,2099,0.007436361629515886,5,,
6.973239436619719e-05,6.973239436619719e-05,2149,,,,
,,2149,0.01940411888062954,6,,
6.902816901408451e-05,6.902816901408451e-05,2199,,,,
,,2199,0.004386268090456724,6,,
6.832394366197184e-05,6.832394366197184e-05,2249,,,,
,,2249,0.0007938315393403172,6,,
6.761971830985916e-05,6.761971830985916e-05,2299,,,,
,,2299,0.0021659359335899353,6,,
6.691549295774649e-05,6.691549295774649e-05,2349,,,,
,,2349,0.013946670107543468,6,,
6.621126760563381e-05,6.621126760563381e-05,2399,,,,
,,2399,0.001448862487450242,6,,
6.550704225352114e-05,6.550704225352114e-05,2449,,,,
,,2449,0.000712322536855936,6,,
6.480281690140846e-05,6.480281690140846e-05,2499,,,,
,,2499,0.0029761209152638912,7,,
6.409859154929578e-05,6.409859154929578e-05,2549,,,,
,,2549,0.0021014660596847534,7,,
6.33943661971831e-05,6.33943661971831e-05,2599,,,,
,,2599,0.005447227507829666,7,,
6.269014084507043e-05,6.269014084507043e-05,2649,,,,
,,2649,0.011170122772455215,7,,
6.198591549295775e-05,6.198591549295775e-05,2699,,,,
,,2699,0.0003726770228240639,7,,
6.128169014084508e-05,6.128169014084508e-05,2749,,,,
,,2749,0.001032414729706943,7,,
6.05774647887324e-05,6.05774647887324e-05,2799,,,,
,,2799,0.0006650637951679528,7,,
5.987323943661972e-05,5.987323943661972e-05,2849,,,,
,,2849,0.00034959465847350657,8,,
5.916901408450705e-05,5.916901408450705e-05,2899,,,,
,,2899,0.0010131991002708673,8,,
5.846478873239437e-05,5.846478873239437e-05,2949,,,,
,,2949,0.00392130296677351,8,,
5.77605633802817e-05,5.77605633802817e-05,2999,,,,
,,2999,0.001758864615112543,8,,
5.705633802816902e-05,5.705633802816902e-05,3049,,,,
,,3049,0.00859602726995945,8,,
5.635211267605634e-05,5.635211267605634e-05,3099,,,,
,,3099,0.004891692195087671,8,,
5.564788732394366e-05,5.564788732394366e-05,3149,,,,
,,3149,0.000820617307908833,8,,
5.494366197183099e-05,5.494366197183099e-05,3199,,,,
,,3199,0.002234790241345763,9,,
5.4239436619718306e-05,5.4239436619718306e-05,3249,,,,
,,3249,0.000980364391580224,9,,
