	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6667	0.5	0.5714	0.4	5.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6	0.75	0.6667	0.5	12.0
FOOD:NEGATIVE	0.6667	1.0	0.8	0.6667	27.0
FOOD:NEUTRAL	0.75	1.0	0.8571	0.75	4.0
FOOD:POSITIVE	0.6571	1.0	0.7931	0.6571	35.0
PRICE:NEGATIVE	0.7143	0.8333	0.7692	0.625	8.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:NEGATIVE	0.4375	0.7778	0.56	0.3889	18.0
GENERAL-IMPRESSION:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.6111	1.0	0.7586	0.6111	18.0
SERVICE:NEGATIVE	0.5882	0.7692	0.6667	0.5	20.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.6	0.9474	0.7347	0.5806	31.0
Micro-AVG	0.6057	0.906	0.726	0.5699	186.0
Macro-AVG	0.5417	0.7718	0.6229		186
