	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4	0.5714	0.4706	0.3077	13.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.8421	0.8	0.8205	0.6957	23.0
FOOD:NEGATIVE	0.8485	0.8485	0.8485	0.7368	38.0
FOOD:NEUTRAL	0.6154	0.8889	0.7273	0.5714	14.0
FOOD:POSITIVE	0.8627	0.898	0.88	0.7857	56.0
PRICE:NEGATIVE	0.8	0.8	0.8	0.6667	12.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	2.0
GENERAL-IMPRESSION:NEGATIVE	0.5862	0.9444	0.7234	0.5667	30.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	1.0
GENERAL-IMPRESSION:POSITIVE	0.5405	0.9091	0.678	0.5128	39.0
SERVICE:NEGATIVE	0.8	0.7692	0.7843	0.6452	31.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	0.9677	0.9091	0.9375	0.8824	34.0
Micro-AVG	0.7567	0.8615	0.8057	0.6746	295.0
Macro-AVG	0.6842	0.7559	0.7113		295
