lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.96073717948718e-05,9.96073717948718e-05,49,,,,
,,49,0.49003472924232483,0,,
9.920673076923077e-05,9.920673076923077e-05,99,,,,
,,99,0.3014748990535736,0,,
9.880608974358975e-05,9.880608974358975e-05,149,,,,
,,149,0.16998228430747986,0,,
9.840544871794872e-05,9.840544871794872e-05,199,,,,
,,199,0.21487750113010406,0,,
9.80048076923077e-05,9.80048076923077e-05,249,,,,
,,249,0.18764589726924896,0,,
9.760416666666667e-05,9.760416666666667e-05,299,,,,
,,299,0.13152311742305756,0,,
9.720352564102564e-05,9.720352564102564e-05,349,,,,
,,349,0.07012014091014862,0,,
9.680288461538462e-05,9.680288461538462e-05,399,,,,
,,399,0.0889110192656517,0,,
9.64022435897436e-05,9.64022435897436e-05,449,,,,
,,449,0.055317748337984085,1,,
9.600160256410257e-05,9.600160256410257e-05,499,,,,
,,499,0.06800088286399841,1,,
9.560096153846154e-05,9.560096153846154e-05,549,,,,
,,549,0.07494636625051498,1,,
9.520032051282052e-05,9.520032051282052e-05,599,,,,
,,599,0.035094186663627625,1,,
9.479967948717949e-05,9.479967948717949e-05,649,,,,
,,649,0.033241987228393555,1,,
9.439903846153847e-05,9.439903846153847e-05,699,,,,
,,699,0.005716498475521803,1,,
9.399839743589744e-05,9.399839743589744e-05,749,,,,
,,749,0.026664040982723236,1,,
9.35977564102564e-05,9.35977564102564e-05,799,,,,
,,799,0.07429613173007965,1,,
9.319711538461539e-05,9.319711538461539e-05,849,,,,
,,849,0.015957878902554512,2,,
9.279647435897437e-05,9.279647435897437e-05,899,,,,
,,899,0.02539416216313839,2,,
9.239583333333334e-05,9.239583333333334e-05,949,,,,
,,949,0.03283514827489853,2,,
9.199519230769232e-05,9.199519230769232e-05,999,,,,
,,999,0.026239246129989624,2,,
9.159455128205129e-05,9.159455128205129e-05,1049,,,,
,,1049,0.01523753721266985,2,,
9.119391025641026e-05,9.119391025641026e-05,1099,,,,
,,1099,0.014675670303404331,2,,
9.079326923076924e-05,9.079326923076924e-05,1149,,,,
,,1149,0.007401252631098032,2,,
9.03926282051282e-05,9.03926282051282e-05,1199,,,,
,,1199,0.007850868627429008,2,,
8.999198717948718e-05,8.999198717948718e-05,1249,,,,
,,1249,0.008834464475512505,3,,
8.959134615384615e-05,8.959134615384615e-05,1299,,,,
,,1299,0.005375799722969532,3,,
8.919070512820514e-05,8.919070512820514e-05,1349,,,,
,,1349,0.0036472596693784,3,,
8.879006410256411e-05,8.879006410256411e-05,1399,,,,
,,1399,0.02471204660832882,3,,
8.838942307692309e-05,8.838942307692309e-05,1449,,,,
,,1449,0.09367036819458008,3,,
8.798878205128206e-05,8.798878205128206e-05,1499,,,,
,,1499,0.011082801967859268,3,,
8.758814102564104e-05,8.758814102564104e-05,1549,,,,
,,1549,0.0038653111550956964,3,,
8.71875e-05,8.71875e-05,1599,,,,
,,1599,0.003854761365801096,3,,
8.678685897435897e-05,8.678685897435897e-05,1649,,,,
,,1649,0.000722253869753331,3,,
8.638621794871795e-05,8.638621794871795e-05,1699,,,,
,,1699,0.00901908427476883,4,,
8.598557692307692e-05,8.598557692307692e-05,1749,,,,
,,1749,0.005354301538318396,4,,
8.55849358974359e-05,8.55849358974359e-05,1799,,,,
,,1799,0.0006046865019015968,4,,
8.518429487179487e-05,8.518429487179487e-05,1849,,,,
,,1849,0.02962597645819187,4,,
8.478365384615386e-05,8.478365384615386e-05,1899,,,,
,,1899,0.01381676271557808,4,,
8.438301282051283e-05,8.438301282051283e-05,1949,,,,
,,1949,0.02555372565984726,4,,
8.39823717948718e-05,8.39823717948718e-05,1999,,,,
,,1999,0.006330632138997316,4,,
8.358173076923077e-05,8.358173076923077e-05,2049,,,,
,,2049,0.011857097037136555,4,,
8.318108974358975e-05,8.318108974358975e-05,2099,,,,
,,2099,0.003394962986931205,5,,
8.278044871794872e-05,8.278044871794872e-05,2149,,,,
,,2149,0.00028622194076888263,5,,
8.23798076923077e-05,8.23798076923077e-05,2199,,,,
,,2199,0.01361811812967062,5,,
8.197916666666667e-05,8.197916666666667e-05,2249,,,,
,,2249,0.00290874601341784,5,,
8.157852564102564e-05,8.157852564102564e-05,2299,,,,
,,2299,0.0006127841770648956,5,,
8.117788461538462e-05,8.117788461538462e-05,2349,,,,
,,2349,0.0027526544872671366,5,,
8.07772435897436e-05,8.07772435897436e-05,2399,,,,
,,2399,0.0009754602797329426,5,,
8.037660256410257e-05,8.037660256410257e-05,2449,,,,
,,2449,0.02117687091231346,5,,
7.997596153846154e-05,7.997596153846154e-05,2499,,,,
,,2499,0.0009301563841290772,6,,
7.957532051282052e-05,7.957532051282052e-05,2549,,,,
,,2549,0.00038884891546331346,6,,
7.917467948717949e-05,7.917467948717949e-05,2599,,,,
,,2599,0.00036927510518580675,6,,
7.877403846153847e-05,7.877403846153847e-05,2649,,,,
,,2649,0.008388577960431576,6,,
7.837339743589744e-05,7.837339743589744e-05,2699,,,,
,,2699,0.0033755875192582607,6,,
7.79727564102564e-05,7.79727564102564e-05,2749,,,,
,,2749,0.0030263413209468126,6,,
7.757211538461539e-05,7.757211538461539e-05,2799,,,,
,,2799,0.0017426424892619252,6,,
7.717147435897437e-05,7.717147435897437e-05,2849,,,,
,,2849,0.06817221641540527,6,,
7.677083333333334e-05,7.677083333333334e-05,2899,,,,
,,2899,0.0019170930609107018,6,,
7.637019230769232e-05,7.637019230769232e-05,2949,,,,
,,2949,0.0013916912721469998,7,,
7.596955128205129e-05,7.596955128205129e-05,2999,,,,
,,2999,0.0005506846937350929,7,,
7.556891025641026e-05,7.556891025641026e-05,3049,,,,
,,3049,0.00034847139613702893,7,,
7.516826923076924e-05,7.516826923076924e-05,3099,,,,
,,3099,0.00042275572195649147,7,,
7.47676282051282e-05,7.47676282051282e-05,3149,,,,
,,3149,0.0006401556311175227,7,,
7.436698717948718e-05,7.436698717948718e-05,3199,,,,
,,3199,0.014871511608362198,7,,
7.396634615384615e-05,7.396634615384615e-05,3249,,,,
,,3249,0.04607066512107849,7,,
7.356570512820514e-05,7.356570512820514e-05,3299,,,,
,,3299,6.837862019892782e-05,7,,
