sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
0	Gemütliche Atmung und rustikale Deko an Wänden .	Atmung	ambience	positive	ambience positive	yes	2	3
0	Gemütliche Atmung und rustikale Deko an Wänden .	Atmung	ambience	negative	ambience negative	no	0	0
0	Gemütliche Atmung und rustikale Deko an Wänden .	Atmung	ambience	neutral	ambience neutral	no	0	0
0	Gemütliche Atmung und rustikale Deko an Wänden .	Deko an Wänden	ambience	positive	ambience positive	yes	5	8
0	Gemütliche Atmung und rustikale Deko an Wänden .	Deko an Wänden	ambience	negative	ambience negative	no	0	0
0	Gemütliche Atmung und rustikale Deko an Wänden .	Deko an Wänden	ambience	neutral	ambience neutral	no	0	0
11	Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück .	Uerige	general-impression	positive	general-impression positive	no	0	0
11	Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück .	Uerige	general-impression	negative	general-impression negative	yes	11	12
11	Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück .	Uerige	general-impression	neutral	general-impression neutral	no	0	0
17	Speise - und Getränkekarten waren heute Mangelware .	Speise - und Getränkekarten	service	positive	service positive	no	0	0
17	Speise - und Getränkekarten waren heute Mangelware .	Speise - und Getränkekarten	service	negative	service negative	yes	1	5
17	Speise - und Getränkekarten waren heute Mangelware .	Speise - und Getränkekarten	service	neutral	service neutral	no	0	0
27	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	positive	food positive	no	0	0
27	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	negative	food negative	yes	2	3
27	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	neutral	food neutral	no	0	0
27	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	positive	food positive	no	0	0
27	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	negative	food negative	yes	10	13
27	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	neutral	food neutral	no	0	0
32	Positiv zu bewerten ist das Personal , welches uns am Eingang sogar ein kleines Bier brachte , weil noch kein Platz frei war .	Personal	service	positive	service positive	yes	6	7
32	Positiv zu bewerten ist das Personal , welches uns am Eingang sogar ein kleines Bier brachte , weil noch kein Platz frei war .	Personal	service	negative	service negative	no	0	0
32	Positiv zu bewerten ist das Personal , welches uns am Eingang sogar ein kleines Bier brachte , weil noch kein Platz frei war .	Personal	service	neutral	service neutral	no	0	0
43	Die Platte mit Sushi hervorragend !	Platte mit Sushi	food	positive	food positive	yes	2	5
43	Die Platte mit Sushi hervorragend !	Platte mit Sushi	food	negative	food negative	no	0	0
43	Die Platte mit Sushi hervorragend !	Platte mit Sushi	food	neutral	food neutral	no	0	0
47	Wir haben bei dem herrlichen Wetter draußen gesessen .	Wetter	ambience	positive	ambience positive	yes	6	7
47	Wir haben bei dem herrlichen Wetter draußen gesessen .	Wetter	ambience	negative	ambience negative	no	0	0
47	Wir haben bei dem herrlichen Wetter draußen gesessen .	Wetter	ambience	neutral	ambience neutral	no	0	0
59	Das Kartoffelgratin war ebenfalls von trockener Konsistenz .	Kartoffelgratin	food	positive	food positive	no	0	0
59	Das Kartoffelgratin war ebenfalls von trockener Konsistenz .	Kartoffelgratin	food	negative	food negative	yes	2	3
59	Das Kartoffelgratin war ebenfalls von trockener Konsistenz .	Kartoffelgratin	food	neutral	food neutral	no	0	0
73	Wir wurden bedient von dem netten Fräulein Susanna .	Susanna	service	positive	service positive	yes	8	9
73	Wir wurden bedient von dem netten Fräulein Susanna .	Susanna	service	negative	service negative	no	0	0
73	Wir wurden bedient von dem netten Fräulein Susanna .	Susanna	service	neutral	service neutral	no	0	0
117	Ja , das Lokal ist sehr gut gelegen .	Lokal	ambience	positive	ambience positive	yes	4	5
117	Ja , das Lokal ist sehr gut gelegen .	Lokal	ambience	negative	ambience negative	no	0	0
117	Ja , das Lokal ist sehr gut gelegen .	Lokal	ambience	neutral	ambience neutral	no	0	0
123	Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken .	Garnelen	food	positive	food positive	no	0	0
123	Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken .	Garnelen	food	negative	food negative	yes	5	6
123	Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken .	Garnelen	food	neutral	food neutral	no	0	0
123	Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken .	Hähnchenfleisch	food	positive	food positive	no	0	0
123	Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken .	Hähnchenfleisch	food	negative	food negative	yes	2	3
123	Sowohl Hähnchenfleisch als auch Garnelen waren komplett übergart und trocken .	Hähnchenfleisch	food	neutral	food neutral	no	0	0
153	Kein traditioneller Bacalhau oder Arroz de marisco .	Bacalhau	food	positive	food positive	no	0	0
153	Kein traditioneller Bacalhau oder Arroz de marisco .	Bacalhau	food	negative	food negative	yes	3	4
