,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
0,0,Gemütliche Atmung und rustikale Deko an Wänden .,Atmung,ambience,positive,ambience positive,yes,11,16
1,0,Gemütliche Atmung und rustikale Deko an Wänden .,Atmung,ambience,negative,ambience negative,no,0,0
2,0,Gemütliche Atmung und rustikale Deko an Wänden .,Atmung,ambience,neutral,ambience neutral,no,0,0
3,0,Gemütliche Atmung und rustikale Deko an Wänden .,Deko an Wänden,ambience,positive,ambience positive,yes,32,45
4,0,Gemütliche Atmung und rustikale Deko an Wänden .,Deko an Wänden,ambience,negative,ambience negative,no,0,0
5,0,Gemütliche Atmung und rustikale Deko an Wänden .,Deko an Wänden,ambience,neutral,ambience neutral,no,0,0
6,1,"Zum Servicepersonal , der Küche und dem „Chef im Ring“ bleibt zu sagen : umsichtig , freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude !",Servicepersonal,service,positive,service positive,yes,4,18
7,1,"Zum Servicepersonal , der Küche und dem „Chef im Ring“ bleibt zu sagen : umsichtig , freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude !",Servicepersonal,service,negative,service negative,no,0,0
8,1,"Zum Servicepersonal , der Küche und dem „Chef im Ring“ bleibt zu sagen : umsichtig , freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude !",Servicepersonal,service,neutral,service neutral,no,0,0
9,1,"Zum Servicepersonal , der Küche und dem „Chef im Ring“ bleibt zu sagen : umsichtig , freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude !",Chef im Ring,service,positive,service positive,yes,41,52
10,1,"Zum Servicepersonal , der Küche und dem „Chef im Ring“ bleibt zu sagen : umsichtig , freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude !",Chef im Ring,service,negative,service negative,no,0,0
11,1,"Zum Servicepersonal , der Küche und dem „Chef im Ring“ bleibt zu sagen : umsichtig , freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude !",Chef im Ring,service,neutral,service neutral,no,0,0
12,11,Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück .,Uerige,general-impression,positive,general-impression positive,no,0,0
13,11,Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück .,Uerige,general-impression,negative,general-impression negative,yes,58,63
14,11,Im Vergleich zum Personal im Schlüssel und LOC bleibt das Uerige aber doch zurück .,Uerige,general-impression,neutral,general-impression neutral,no,0,0
15,17,Speise- und Getränkekarten waren heute Mangelware .,Speise- und Getränkekarten,service,positive,service positive,no,0,0
16,17,Speise- und Getränkekarten waren heute Mangelware .,Speise- und Getränkekarten,service,negative,service negative,yes,0,25
17,17,Speise- und Getränkekarten waren heute Mangelware .,Speise- und Getränkekarten,service,neutral,service neutral,no,0,0
18,21,"Sehr schade , da sitzt man im ""LOC"" , einem der schönsten Münchner Innenhöfen , und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation , weder zum Ruf des Hauses noch zu den Preisen , ob Knödel , Schnitzel , Pommes , Bratwürste oder Bratkartoffeln .",Innenhöfen,ambience,positive,ambience positive,yes,67,76
19,21,"Sehr schade , da sitzt man im ""LOC"" , einem der schönsten Münchner Innenhöfen , und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation , weder zum Ruf des Hauses noch zu den Preisen , ob Knödel , Schnitzel , Pommes , Bratwürste oder Bratkartoffeln .",Innenhöfen,ambience,negative,ambience negative,no,0,0
20,21,"Sehr schade , da sitzt man im ""LOC"" , einem der schönsten Münchner Innenhöfen , und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation , weder zum Ruf des Hauses noch zu den Preisen , ob Knödel , Schnitzel , Pommes , Bratwürste oder Bratkartoffeln .",Innenhöfen,ambience,neutral,ambience neutral,no,0,0
21,21,"Sehr schade , da sitzt man im ""LOC"" , einem der schönsten Münchner Innenhöfen , und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation , weder zum Ruf des Hauses noch zu den Preisen , ob Knödel , Schnitzel , Pommes , Bratwürste oder Bratkartoffeln .",Essen,food,positive,food positive,yes,101,105
22,21,"Sehr schade , da sitzt man im ""LOC"" , einem der schönsten Münchner Innenhöfen , und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation , weder zum Ruf des Hauses noch zu den Preisen , ob Knödel , Schnitzel , Pommes , Bratwürste oder Bratkartoffeln .",Essen,food,negative,food negative,no,0,0
23,21,"Sehr schade , da sitzt man im ""LOC"" , einem der schönsten Münchner Innenhöfen , und die Qualität vom Essen ist einfach nur enttäuschend - in keiner Relation , weder zum Ruf des Hauses noch zu den Preisen , ob Knödel , Schnitzel , Pommes , Bratwürste oder Bratkartoffeln .",Essen,food,neutral,food neutral,no,0,0
