	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.449	0.5366	0.4889	0.3235	68.0
DRINKS#PRICES	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#QUALITY	0.5714	0.5714	0.5714	0.4	10.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	6.0
FOOD#PRICES	0.6	0.5294	0.5625	0.3913	23.0
FOOD#QUALITY	0.4141	0.6212	0.497	0.3306	248.0
FOOD#STYLE_OPTIONS	0.0645	0.0952	0.0769	0.04	50.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	6.0
RESTAURANT#GENERAL	0.5176	0.6286	0.5677	0.3964	111.0
RESTAURANT#MISCELLANEOUS	0.1	0.0667	0.08	0.0417	24.0
RESTAURANT#PRICES	0.1	0.1667	0.125	0.0667	30.0
SERVICE#GENERAL	0.4944	0.6027	0.5432	0.3729	118.0
Micro-AVG	0.4129	0.5288	0.4637	0.3019	699.0
Macro-AVG	0.3037	0.346	0.3205		699
