sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
2	Der Burger total durchgebraten und trocken .	Burger	food	positive	food positive	no	0	0
2	Der Burger total durchgebraten und trocken .	Burger	food	negative	food negative	yes	2	3
2	Der Burger total durchgebraten und trocken .	Burger	food	neutral	food neutral	no	0	0
6	Der Kellner läuft planlos durch die Gegend und wirkt überfordert .	Kellner	service	positive	service positive	no	0	0
6	Der Kellner läuft planlos durch die Gegend und wirkt überfordert .	Kellner	service	negative	service negative	yes	2	3
6	Der Kellner läuft planlos durch die Gegend und wirkt überfordert .	Kellner	service	neutral	service neutral	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	Essen	food	positive	food positive	yes	3	4
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	Essen	food	negative	food negative	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	Essen	food	neutral	food neutral	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	NULL	price	positive	price positive	no	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	NULL	price	negative	price negative	yes	0	0
9	Für das Essen 5 von 5 Sternen - war lecker und reichlich , Preislich etwas angehoben .	NULL	price	neutral	price neutral	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	positive	food positive	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	negative	food negative	yes	2	3
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Rollo	food	neutral	food neutral	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	positive	food positive	no	0	0
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	negative	food negative	yes	10	13
34	Mein Rollo war so ungewürzt unsere Freunde ließen eine Pfannen - Spezialität des Hauses nach der Hälfte stehen sonst sei dieses Gericht wirklich gut .	Pfannen - Spezialität	food	neutral	food neutral	no	0	0
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare .	LOC	food	positive	food positive	yes	2	3
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare .	LOC	food	negative	food negative	no	0	0
40	Das LOC ist sehr zu empfehlen und war perfekt Medium Rare .	LOC	food	neutral	food neutral	no	0	0
59	Die Platte mit Sushi hervorragend !	Platte mit Sushi	food	positive	food positive	yes	2	5
59	Die Platte mit Sushi hervorragend !	Platte mit Sushi	food	negative	food negative	no	0	0
59	Die Platte mit Sushi hervorragend !	Platte mit Sushi	food	neutral	food neutral	no	0	0
66	Wir waren angenehm davon überrascht , was uns geboten wurde .	NULL	general-impression	positive	general-impression positive	yes	0	0
66	Wir waren angenehm davon überrascht , was uns geboten wurde .	NULL	general-impression	negative	general-impression negative	no	0	0
66	Wir waren angenehm davon überrascht , was uns geboten wurde .	NULL	general-impression	neutral	general-impression neutral	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	Service	service	positive	service positive	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	Service	service	negative	service negative	yes	7	8
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	Service	service	neutral	service neutral	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	NULL	general-impression	positive	general-impression positive	no	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	NULL	general-impression	negative	general-impression negative	yes	0	0
75	Der sehr forsche , eher unfreundliche Service rundet das Erlebnis nach unten ab .	NULL	general-impression	neutral	general-impression neutral	no	0	0
