	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4483	0.3171	0.3714	0.2281	57.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	6.0
DRINKS#QUALITY	0.625	0.625	0.625	0.4545	11.0
DRINKS#STYLE_OPTIONS	0.25	0.25	0.25	0.1429	7.0
FOOD#PRICES	0.4286	0.2308	0.3	0.1765	17.0
FOOD#QUALITY	0.6084	0.6918	0.6474	0.4787	211.0
FOOD#STYLE_OPTIONS	0.1923	0.2174	0.2041	0.1136	44.0
LOCATION#GENERAL	0.1034	0.75	0.1818	0.1	30.0
RESTAURANT#GENERAL	0.3206	0.6	0.4179	0.2642	159.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	25.0
RESTAURANT#PRICES	0.15	0.2143	0.1765	0.0968	31.0
SERVICE#GENERAL	0.6447	0.6447	0.6447	0.4757	103.0
Micro-AVG	0.442	0.5396	0.486	0.321	701.0
Macro-AVG	0.3143	0.3784	0.3182		701
