	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4062	0.3023	0.3467	0.2097	62.0
DRINKS#PRICES	0.2857	0.6667	0.4	0.25	8.0
DRINKS#QUALITY	0.1667	0.125	0.1429	0.0769	13.0
DRINKS#STYLE_OPTIONS	1.0	0.6667	0.8	0.6667	6.0
FOOD#PRICES	0.3571	0.3125	0.3333	0.2	25.0
FOOD#QUALITY	0.6207	0.6	0.6102	0.439	205.0
FOOD#STYLE_OPTIONS	0.1111	0.0909	0.1	0.0526	38.0
LOCATION#GENERAL	0.0588	0.2	0.0909	0.0476	21.0
RESTAURANT#GENERAL	0.3976	0.4714	0.4314	0.275	120.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	26.0
RESTAURANT#PRICES	0.5	0.1429	0.2222	0.125	16.0
SERVICE#GENERAL	0.5467	0.5467	0.5467	0.3761	109.0
Micro-AVG	0.4686	0.4522	0.4603	0.2989	649.0
Macro-AVG	0.3709	0.3438	0.3354		649
