	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.3704	0.9091	0.5263	0.3571	28.0
AMBIENCE#GENERAL:NEUTRAL	0.2	1.0	0.3333	0.2	5.0
AMBIENCE#GENERAL:NEGATIVE	0.2857	1.0	0.4444	0.2857	7.0
DRINKS#PRICES:POSITIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#QUALITY:POSITIVE	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.25	1.0	0.4	0.25	4.0
FOOD#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:NEGATIVE	0.5	0.6667	0.5714	0.4	5.0
FOOD#QUALITY:POSITIVE	0.7222	0.8966	0.8	0.6667	39.0
FOOD#QUALITY:NEUTRAL	0.2	0.5	0.2857	0.1667	6.0
FOOD#QUALITY:NEGATIVE	1.0	1.0	1.0	1.0	9.0
FOOD#STYLE_OPTIONS:POSITIVE	0.1176	0.5	0.1905	0.1053	19.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.25	1.0	0.4	0.25	4.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.25	1.0	0.4	0.25	8.0
LOCATION#GENERAL:POSITIVE	0.1	1.0	0.1818	0.1	10.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	4.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	5.0
RESTAURANT#GENERAL:POSITIVE	0.3333	0.7333	0.4583	0.2973	37.0
RESTAURANT#GENERAL:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
RESTAURANT#GENERAL:NEGATIVE	0.4167	1.0	0.5882	0.4167	12.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.3333	0.3333	0.3333	0.2	5.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	8.0
RESTAURANT#PRICES:POSITIVE	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.2	0.5	0.2857	0.1667	6.0
SERVICE#GENERAL:POSITIVE	0.6154	0.8	0.6957	0.5333	15.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE#GENERAL:NEGATIVE	0.8	0.7273	0.7619	0.6154	13.0
Micro-AVG	0.4059	0.7462	0.5257	0.3566	272.0
Macro-AVG	0.2624	0.5018	0.3192		272
