	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.25	0.75	0.375	0.2308	13.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	7.0
AMBIENCE:POSITIVE	0.3889	0.875	0.5385	0.3684	19.0
FOOD:NEGATIVE	0.5143	1.0	0.6792	0.5143	35.0
FOOD:NEUTRAL	0.5	1.0	0.6667	0.5	6.0
FOOD:POSITIVE	0.575	1.0	0.7302	0.575	40.0
PRICE:NEGATIVE	0.5	0.6667	0.5714	0.4	10.0
PRICE:NEUTRAL	0.125	1.0	0.2222	0.125	8.0
PRICE:POSITIVE	0.3333	1.0	0.5	0.3333	3.0
GENERAL-IMPRESSION:NEGATIVE	0.2	0.8889	0.3265	0.1951	41.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.4737	0.8182	0.6	0.4286	21.0
SERVICE:NEGATIVE	0.6471	0.8462	0.7333	0.5789	19.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	5.0
SERVICE:POSITIVE	0.4737	0.9474	0.6316	0.4615	39.0
Micro-AVG	0.4109	0.906	0.5653	0.3941	269.0
Macro-AVG	0.3321	0.7195	0.4383		269
