id,raw_text,aspectTerms
4,"After all that, they complained to me about the small tip.",
26,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,
28,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",
31,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,
52,The rice to fish ration was also good--they didn't try to overpack the rice.,
73,The lava cake dessert was incredible and I recommend it.,
85,I think I've had some the best meals of my life at minnow.,
88,Worth the trip from Manhattan.,
90,My wife had the fried shrimp which are huge and loved it.,
102,This is by far my favorite place in the neighborhood.,
103,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",
115,Make sure you try this place as often as you can.,
127,Slightly on the pricey side but worth it!,
129,"There was a small wait, but shorter than I expected.",
156,I take all my NYC guests to VT's.,
167,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,
192,"Inside is a little cramped, but to be expected.",
193,Service was prompt and courteous.,
201,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,
204,Over 100 different choices to create your own.,
210,We will return many times for this oasis in mid-town.,
214,Worth visiting the 1st Ave spot because it is the original store.,
238,We had a great time at the Jekyll and hyde Pub last night.,
273,I will be going back very soon.,
287,Ingredients are organic which is a real plus for me.,
302,We both opted for a pasta dish and they were served timely and fresh.,
329,"Pizza is terrific, as is homemade pasta.",
330,"Ambience is delightful, service impeccable.",
331,I'm still mad that i had to pay for lousy food.,
336,This is my first time writing a review for a restaurant because the food and service was excellent.,
343,And amazingly cheap.,
349,"However, I think this place is a good hang out spot.",
369,"Skip this restaurant, it's a big disappointment.",
370,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,
410,This place is so much fun.,
426,We had a good time.,
438,Delivery is fast too.,
439,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",
445,Highly recommended to all!,
447,Prices too high for this cramped and unappealing resturant.,
480,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",
494,I go twice a month!,
496,"The food is good, I can't lie.",
499,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,
500,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",
503,I ate here a week ago and found most dishes average at best and too expensive.,
513,JUST AWSOME.,
519,"Quite frankly, this is some of the worst sushi I have ever tried.",
520,Will never be back.,
523,the all-u-can-eat sushi is definitely in very poor quality.,
527,wont come back again for sure!,
547,Chennai Garden is my favorite Indian restaurant in the city.,
557,Food is excellent.,
563,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,
569,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",
589,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,
600,You should pass on the calamari.,
603,Service is average.,
629,Nice Family owned traditional restaurant.,
646,"I would recommend Roxy's for that, but not for their food.",
653,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",
661,I will definetly be going back.,
664,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,
676,Also very inexpensive.,
679,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",
689,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,
690,The food looked very appetizing and delicious since it came on a variety of fancy plates.,
698,"Always a nice crowd, but never loud.",
717,I'm sure I'll return for a final judgement tho.,
728,"The view is spectacular, and the food is great.",
737,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,
746,They charge different prices all the time.,
754,"The atmosphere is unheralded, the service impecible, and the food magnificant.",
767,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,
776,Love Pizza 33..,
786,"Bagels are ok, but be sure not to make any special requests!",
819,The place was quiet and delightful.,
831,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",
850,Steamed fresh so brought hot hot hot to your table.,
858,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,
868,"Terrible, terrible management - deserves to be shut-down.",
902,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,
903,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",
918,What a great place!,
933,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,
935,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",
942,It was pretty inexpensive too.,
950,It's somewhere you can eat and be happy.,
963,I thought I had died and gone to heaven.,
967,Have been several times and it never dissapoints.,
968,We were less than impressed.,
983,Was surprisingly disappointed.,
990,Authentic Pakistani food.,
993,"Just straight up cheap, good food.",
994,Faan is sooo good.,
1008,"If only they delivered, they'd make a mint!",
1016,Amazing!,
1024,Beef noodle soup is good as well.,
1025,The service is good and the resturant is clean.,
1040,I won't go back unless someone else is footing the bill.,
1059,"whoever the jazz duo was, they were on POINT.",
1062,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",
1098,I heartily recommend.,
1107,"La Rosa waltzes in, and I think they are doing it the best.",
1119,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,
1153,The sashimi is always fresh and the rolls are innovative and delicious.,
1166,Loved It,
1172,"Place is open till late, no dress code.",
1174,Highly recommended!,
1199,The only downside... they only take cash which is OK if you know about it ahead of time.,
1215,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",
1218,The Seafood Dynamite is also otherworldly.,
1242,I highly recommend this beautiful place.,
1254,"Oh, and there's hookah.",
1257,"The drinks are great, especially when made by Raymond.",
1261,A weakness is the chicken in the salads.,
1271,The best!,
1272,"Great food, amazing service, this place is a class act.",
1282,The food is all shared so we get to order together and eat together.,
1294,"Service ok but unfriendly,filthy bathroom.",
1296,"The bar drinks were Eh, ok to say the least.",
1304,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",
1311,"short and sweet – seating is great:it's romantic,cozy and private.",
1333,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,
1381,This place survives on reputation alone.,
1382,I will NEVER return.,
1401,great food,
1410,The martinis are amazing and very fairly priced.,
1413,You can get a table without a reservation if you get there early I they don't make you by bottles.,
1415,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,
1416,Highly recommended!,
1417,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",
1420,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",
1423,The entree was also very good.,
1430,Bison was quite excellent however.,
1440,"You would think they would make up for it with service, sadly, no.",
1454,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",
1461,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,
1462,I would not expect this for a $55 dinner.,
1465,The only beverage we did receive was water in dirty glasses!,
1474,The menu is fairly simple without much descriptions. ,
