id,raw_text,aspectTerms
26,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,
28,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",
52,The rice to fish ration was also good--they didn't try to overpack the rice.,
73,The lava cake dessert was incredible and I recommend it.,
90,My wife had the fried shrimp which are huge and loved it.,
103,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",
127,Slightly on the pricey side but worth it!,
129,"There was a small wait, but shorter than I expected.",
156,I take all my NYC guests to VT's.,
193,Service was prompt and courteous.,
201,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,
210,We will return many times for this oasis in mid-town.,
287,Ingredients are organic which is a real plus for me.,
302,We both opted for a pasta dish and they were served timely and fresh.,
343,And amazingly cheap.,
426,We had a good time.,
438,Delivery is fast too.,
439,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",
500,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",
520,Will never be back.,
523,the all-u-can-eat sushi is definitely in very poor quality.,
527,wont come back again for sure!,
547,Chennai Garden is my favorite Indian restaurant in the city.,
557,Food is excellent.,
569,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",
603,Service is average.,
653,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",
661,I will definetly be going back.,
676,Also very inexpensive.,
679,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",
690,The food looked very appetizing and delicious since it came on a variety of fancy plates.,
698,"Always a nice crowd, but never loud.",
717,I'm sure I'll return for a final judgement tho.,
728,"The view is spectacular, and the food is great.",
737,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,
776,Love Pizza 33..,
786,"Bagels are ok, but be sure not to make any special requests!",
819,The place was quiet and delightful.,
858,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,
868,"Terrible, terrible management - deserves to be shut-down.",
903,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",
935,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",
942,It was pretty inexpensive too.,
983,Was surprisingly disappointed.,
993,"Just straight up cheap, good food.",
994,Faan is sooo good.,
1008,"If only they delivered, they'd make a mint!",
1016,Amazing!,
1062,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",
1098,I heartily recommend.,
1119,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,
1166,Loved It,
1172,"Place is open till late, no dress code.",
1174,Highly recommended!,
1242,I highly recommend this beautiful place.,
1254,"Oh, and there's hookah.",
1261,A weakness is the chicken in the salads.,
1272,"Great food, amazing service, this place is a class act.",
1296,"The bar drinks were Eh, ok to say the least.",
1304,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",
1311,"short and sweet – seating is great:it's romantic,cozy and private.",
1381,This place survives on reputation alone.,
1382,I will NEVER return.,
1401,great food,
1410,The martinis are amazing and very fairly priced.,
1416,Highly recommended!,
1420,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",
1465,The only beverage we did receive was water in dirty glasses!,
1474,The menu is fairly simple without much descriptions. ,
1479,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",
1545,We started off with a delightful sashimi amuse bouche.,
1555,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",
1572,This place is not inviting and the food is totally weird.,
1585,Dumbfoundingly Poor,
1605,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",
1630,Great Hot Dogs!,
1632,"The hot dogs are top notch, and they're Slamwich is amazing!",
1638,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",
1647,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",
1651,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",
1656,Mussles and calamari were superb Saturday evening.,
1685,"The bread was stale, the salad was overpriced and empty.",
1687,So rude!!!,
1696,bad staff,
