Judging from previous posts this used to be a good place, but not any longer.	RESTAURANT#GENERAL#-1
We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.	SERVICE#GENERAL#-1
And I hate to say this but I doubt I'll ever go back. 	RESTAURANT#GENERAL#-1
we love th pink pony.	RESTAURANT#GENERAL#1
Food-awesome.	FOOD#QUALITY#1
Ambiance- relaxed and stylish.	AMBIENCE#GENERAL#1
well, i didn't find it there, and trust, i have told everyone i can think of about my experience. 	RESTAURANT#GENERAL#-1
The sushi seemed pretty fresh and was adequately proportioned.	FOOD#QUALITY#1	FOOD#STYLE_OPTIONS#1
We took advanatage of the half price sushi deal on saturday so it was well worth it.	FOOD#QUALITY#1	FOOD#PRICES#1
The food was well prepared and the service impecable.	FOOD#QUALITY#1	SERVICE#GENERAL#1
I'm going back.	RESTAURANT#GENERAL#1
The food here is rather good, but only if you like to wait for it.	FOOD#QUALITY#1	SERVICE#GENERAL#-1
Decent wine at reasonable prices.	DRINKS#QUALITY#0	DRINKS#PRICES#1
Have been dozens of times and never failed to enjoy the experience.	RESTAURANT#GENERAL#1
The food was bland oily.	FOOD#QUALITY#-1
I will be back!	RESTAURANT#GENERAL#1
The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .	AMBIENCE#GENERAL#0	RESTAURANT#PRICES#1
those rolls were big, but not good and sashimi wasn't fresh.	FOOD#STYLE_OPTIONS#0	FOOD#QUALITY#-1	FOOD#QUALITY#-1
Try everything for that matter, it is all good.	FOOD#QUALITY#1
I have been going there since it opened and I can't get enough.	RESTAURANT#GENERAL#1
Have recommended the place to friends, always gets good response.	RESTAURANT#MISCELLANEOUS#1
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	LOCATION#GENERAL#1	FOOD#QUALITY#1
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.	RESTAURANT#GENERAL#1
Moules were excellent, lobster ravioli was VERY salty!	FOOD#QUALITY#1	FOOD#QUALITY#-1
Service is not exactly five star, but thats not really a big deal.	SERVICE#GENERAL#0
The staff is incredibly helpful and attentive.	SERVICE#GENERAL#1
Your friends will thank you for introducing them to this gem!	RESTAURANT#GENERAL#1
When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.	RESTAURANT#GENERAL#-1
Such a disappointment...	SERVICE#GENERAL#-1
I had a grat time at Jekyll and Hyde!	RESTAURANT#GENERAL#1
I am bringing my whole family back next time.	RESTAURANT#MISCELLANEOUS#1
Prices are in line.	RESTAURANT#PRICES#0
