	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.931	0.8182	0.871	0.7714	35.0
AMBIENCE#GENERAL:NEUTRAL	0.5	0.6667	0.5714	0.4	5.0
AMBIENCE#GENERAL:NEGATIVE	1.0	0.8571	0.9231	0.8571	7.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#QUALITY:POSITIVE	1.0	1.0	1.0	1.0	7.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.8	0.8889	0.8	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
FOOD#PRICES:POSITIVE	0.8	0.5714	0.6666	0.5	8.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.9	1.0	0.9474	0.9	10.0
FOOD#QUALITY:POSITIVE	0.9107	0.9273	0.9189	0.85	120.0
FOOD#QUALITY:NEUTRAL	0.5	0.2	0.2857	0.1667	6.0
FOOD#QUALITY:NEGATIVE	0.8387	0.7429	0.7879	0.65	40.0
FOOD#STYLE_OPTIONS:POSITIVE	0.5714	0.6154	0.5926	0.4211	19.0
FOOD#STYLE_OPTIONS:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.5714	0.5714	0.5714	0.4	10.0
LOCATION#GENERAL:POSITIVE	1.0	0.5	0.6667	0.5	4.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.8431	0.8269	0.8349	0.7167	60.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.875	0.8235	0.8485	0.7368	19.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.7143	0.5	0.5882	0.4167	12.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.8	0.8	0.8	0.6667	6.0
RESTAURANT#PRICES:POSITIVE	0.7143	0.8333	0.7692	0.625	8.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.875	1.0	0.9333	0.875	8.0
SERVICE#GENERAL:POSITIVE	0.8788	0.8529	0.8657	0.7632	38.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE#GENERAL:NEGATIVE	0.9231	0.9231	0.9231	0.8571	42.0
Micro-AVG	0.8645	0.8182	0.8407	0.7252	484.0
Macro-AVG	0.6013	0.5508	0.5626		484
