	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2523	0.6364	0.3613	0.2205	127.0
DRINKS#PRICES	0.5	0.6667	0.5714	0.4	5.0
DRINKS#QUALITY	0.5556	0.5556	0.5556	0.3846	13.0
DRINKS#STYLE_OPTIONS	0.5	0.1667	0.25	0.1429	7.0
FOOD#PRICES	0.1739	0.2667	0.2105	0.1176	34.0
FOOD#QUALITY	0.3843	0.6875	0.493	0.3271	269.0
FOOD#STYLE_OPTIONS	0.2821	0.4583	0.3492	0.2115	52.0
LOCATION#GENERAL	0.5	0.2	0.2857	0.1667	6.0
RESTAURANT#GENERAL	0.3443	0.5915	0.4352	0.2781	151.0
RESTAURANT#MISCELLANEOUS	0.125	0.0588	0.08	0.0417	24.0
RESTAURANT#PRICES	0.4	0.1429	0.2105	0.1176	17.0
SERVICE#GENERAL	0.6429	0.5696	0.604	0.4327	104.0
Micro-AVG	0.3686	0.5542	0.4427	0.2843	809.0
Macro-AVG	0.3884	0.4167	0.3672		809
