,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
0,54,"Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .",Preise,price,positive,price positive,yes,45,50
1,54,"Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .",Preise,price,negative,price negative,no,0,0
2,54,"Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .",Preise,price,neutral,price neutral,no,0,0
3,80,Der LOC bekommt von uns eine sehr gute Bewertung .,LOC,general-impression,positive,general-impression positive,yes,4,6
4,80,Der LOC bekommt von uns eine sehr gute Bewertung .,LOC,general-impression,negative,general-impression negative,no,0,0
5,80,Der LOC bekommt von uns eine sehr gute Bewertung .,LOC,general-impression,neutral,general-impression neutral,no,0,0
6,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Speisen,food,positive,food positive,no,0,0
7,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Speisen,food,negative,food negative,yes,65,71
8,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Speisen,food,neutral,food neutral,no,0,0
9,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Service,service,positive,service positive,no,0,0
10,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Service,service,negative,service negative,yes,36,42
11,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Service,service,neutral,service neutral,no,0,0
12,145,Wir saßen in der ersten Etage - ein wunderbarer Raum .,Raum,ambience,positive,ambience positive,yes,48,51
13,145,Wir saßen in der ersten Etage - ein wunderbarer Raum .,Raum,ambience,negative,ambience negative,no,0,0
14,145,Wir saßen in der ersten Etage - ein wunderbarer Raum .,Raum,ambience,neutral,ambience neutral,no,0,0
15,178,"Und unschön , dass das den Ober überhaupt nicht interessiert hat 👎",Ober,service,positive,service positive,no,0,0
16,178,"Und unschön , dass das den Ober überhaupt nicht interessiert hat 👎",Ober,service,negative,service negative,yes,27,30
17,178,"Und unschön , dass das den Ober überhaupt nicht interessiert hat 👎",Ober,service,neutral,service neutral,no,0,0
18,180,Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig .,Essen,food,positive,food positive,no,0,0
19,180,Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig .,Essen,food,negative,food negative,no,0,0
20,180,Das Essen kommt im Minutentakt und ist gerade noch mittelmäßig .,Essen,food,neutral,food neutral,yes,4,8
21,185,LOC durchschnittlich .,LOC,general-impression,positive,general-impression positive,no,0,0
22,185,LOC durchschnittlich .,LOC,general-impression,negative,general-impression negative,no,0,0
23,185,LOC durchschnittlich .,LOC,general-impression,neutral,general-impression neutral,yes,0,2
24,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Lage,ambience,positive,ambience positive,yes,5,8
25,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Lage,ambience,negative,ambience negative,no,0,0
26,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Lage,ambience,neutral,ambience neutral,no,0,0
27,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Bedienung,service,positive,service positive,yes,22,30
28,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Bedienung,service,negative,service negative,no,0,0
29,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Bedienung,service,neutral,service neutral,no,0,0
30,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Essen,food,positive,food positive,yes,40,44
31,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Essen,food,negative,food negative,no,0,0
32,195,"Gute Lage , angenehme Bedienung , gutes Essen .",Essen,food,neutral,food neutral,no,0,0
33,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Preis,price,positive,price positive,no,0,0
34,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Preis,price,negative,price negative,yes,12,16
35,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Preis,price,neutral,price neutral,no,0,0
36,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Essen,food,positive,food positive,yes,48,52
37,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Essen,food,negative,food negative,no,0,0
38,208,Ein stolzer Preis sollte sich mit einem Stolzen Essen decken !,Essen,food,neutral,food neutral,no,0,0
