Der Burger total durchgebraten und trocken.	FOOD#-1
Der Kellner läuft planlos durch die Gegend und wirkt überfordert.	SERVICE#-1
Für das Essen 5 von 5 Sternen- war lecker und reichlich, Preislich etwas angehoben.	FOOD#1	PRICE#-1
Mein Rollo war so ungewürzt … unsere Freunde ließen eine Pfannen-Spezialität des Hauses nach der Hälfte stehen (sonst sei dieses Gericht wirklich gut).	FOOD#-1	FOOD#-1
Das LOC ist sehr zu empfehlen und war perfekt Medium Rare.	FOOD#1
Die Platte mit Sushi hervorragend!	FOOD#1
Wir waren angenehm davon überrascht, was uns geboten wurde.	GENERAL-IMPRESSION#1
Der sehr forsche, eher unfreundliche Service rundet das Erlebnis nach unten ab.	SERVICE#-1	GENERAL-IMPRESSION#-1
Ansonsten will ich zugute halten, dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind.	PRICE#1
Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen.	FOOD#1	AMBIENCE#1
Uns hat es allen bestens geschmeckt.	FOOD#1
Das Kartoffelgratin war ebenfalls von trockener Konsistenz.	FOOD#-1
An der LOC muss noch gefeilt werden, aber alles andere war sehr lecker.	FOOD#1	AMBIENCE#-1
Ich hatte am 10.07.2023 meinen Geburtstag in der RESTAURANT_NAME gefeiert, die Kellner waren sehr aufmerksam und das Essen ein Traum, ich kann es nur weiterempfehlen.	SERVICE#1	FOOD#1	GENERAL-IMPRESSION#1
Aus Spaß habe ich auch einmal in den großen Speisesaal geschaut, in welchem schon ein relativ hoher Lärmpegel herrscht.	AMBIENCE#-1	AMBIENCE#-1
Der Kellner war unfreundlich, langsam und hat uns auch einmal angebrüllt weil wir mehr Alt wollten.	SERVICE#-1
Die Bedienung ist ne Perle (danke, Desiree), das Essen war erstklassig, lecker und reichlich, war ein toller früher Silvesterabend.	SERVICE#1	FOOD#1
Ein sehr freundlicher Service, Essen qualitativ ausgezeichnet!	SERVICE#1	FOOD#1
Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.	GENERAL-IMPRESSION#-1
Portion direkt bestellt) mit leckeren Knödel.	FOOD#1
Suppe lauwarm/ wurde aber aufgewärmt war dann gut und lecker.	FOOD#1
Das Essen und der Service war ausgesprochen gut.	FOOD#1	SERVICE#1
Unsere Reservierung wurde verplant.	SERVICE#-1
Das Personal war sehr freundlich.	SERVICE#1
Absolut schlechte Küche!	FOOD#-1
Gut es war ziemlich voll und somit war alles etwas gestresst, aber unser Kellner war höflich und bemüht.	AMBIENCE#-1	SERVICE#1
Schade!	GENERAL-IMPRESSION#-1
Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.	GENERAL-IMPRESSION#1
Das Ambiente war dementsprechend durchschnittlich und die Umgebungsgeräusche sehr laut.	AMBIENCE#0	AMBIENCE#-1
Man bekommt nicht mal das Essen was bestellt wurde.	SERVICE#-1
Neben den langen Wartezeiten, bekamen wir ein Trinkglas mit Sprung, was wir frühzeitig genug bemerkten.	SERVICE#-1
Auf Nachfrage war vom ersten Kellner die Antwort "Das muss so sein", der 2te wenigstens in die Küche und ja man würde das Ausbessern intern, der 2 Sterne Koche in der küche aber ja wisse was er tut (Wenn das wahr wäre, kenne ich Hinterhofköche die keine verbrannten Produkte raus schicken, heiß servieren oder in Jus ersäufen).	FOOD#-1
Die Gamba waren kalt und kaum aus der Schale zu lösen.	FOOD#-1
Wir sind ganz zufällig dort gelandet und waren begeistert.	GENERAL-IMPRESSION#1
Das ist für so ein Restaurant ein Unding.	GENERAL-IMPRESSION#-1
Hier waren wir nach einem Konzert in der LOC und es hat uns sehr gut gefallen.	GENERAL-IMPRESSION#1
So einen schlechten Service hatten wir noch nicht erlebt.	SERVICE#-1
!Einziger Abzug: Sauberkeit der Toiletten…	AMBIENCE#-1
Die Haxe war trocken und faserig, die Kruste hätte man mit dem Presslufthammer bearbeiten müssen, um sie zu zerteilen.	FOOD#-1
Der Service ist ok, man kennt die Gerichte und wird gut beraten.	SERVICE#0	SERVICE#1
