	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.307	0.814	0.4459	0.2869	122.0
DRINKS#PRICES	0.1429	0.6667	0.2353	0.1333	15.0
DRINKS#QUALITY	0.25	0.5	0.3333	0.2	20.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	12.0
FOOD#PRICES	0.3143	0.6875	0.4314	0.275	40.0
FOOD#QUALITY	0.6324	0.86	0.7288	0.5733	225.0
FOOD#STYLE_OPTIONS	0.1765	0.5455	0.2667	0.1538	78.0
LOCATION#GENERAL	0.0811	0.6	0.1429	0.0769	39.0
RESTAURANT#GENERAL	0.2679	0.8571	0.4082	0.2564	234.0
RESTAURANT#MISCELLANEOUS	0.0294	0.0588	0.0392	0.02	50.0
RESTAURANT#PRICES	0.3333	0.5714	0.4211	0.2667	30.0
SERVICE#GENERAL	0.3889	0.84	0.5316	0.3621	174.0
Micro-AVG	0.3518	0.7716	0.4832	0.3186	1039.0
Macro-AVG	0.2714	0.6251	0.3654		1039
