epoch	global_step	loss	test_loss	test_accuracy
1	999	0.19081188166967114	0.1138404843723109	0.23183850347527904	0.9639772281115038	
2	1998	0.10648373113124743	0.09898962531172271	0.19290051196396257	0.9711425206124853	
3	2997	0.0830853472937372	0.07651245863150566	0.15375876623195606	0.976148409893993	
4	3996	0.06160591160100106	0.06750316972832607	0.20987145548899844	0.9770318021201413	
5	4995	0.04746412489054216	0.0684212673674281	0.16876890258848948	0.9786022771888496	
6	5994	0.033562586649502346	0.06929062428138154	0.17943691477483634	0.978013349038084	
7	6993	0.022631130510950705	0.07168623416080469	0.22319824991271112	0.9787004318806439	
8	7992	0.016891658785745087	0.09122554106671577	0.23305961007787443	0.9782096584216725	
9	8991	0.0124318105576808	0.08538729267016475	0.19871591342674508	0.9797801334903808	
10	9990	0.009028512571685578	0.11060837023550629	0.2847027572769572	0.9795838241067923	
11	10989	0.007613614090807679	0.11002594499413659	0.23536961849667776	0.9793875147232037	
12	11988	0.005514773376180219	0.12505752813645454	0.275223362951114	0.9776207302709069	
13	12987	0.002938015094877664	0.1378660335303735	0.28636798435702243	0.9787985865724381	
14	13986	0.004224563758256849	0.1275267605145902	0.293187356725031	0.9799764428739693	
15	14985	0.002601614741001617	0.13328082402438016	0.31039114368953735	0.9793875147232037	
16	15984	0.0016843469112692666	0.15001739695807825	0.31725487828816124	0.9803690616411465	
17	16983	0.0013240415988999754	0.14082378845796342	0.31623827166609714	0.9800745975657636	
18	17982	0.0007063861188283694	0.15401134435308797	0.32799940056853244	0.9806635257165293	
19	18981	0.00045888700405957825	0.1570185564256142	0.3361161494367351	0.9802709069493521	
20	19980	0.000513707076787977	0.15789150443679661	0.3385390065715676	0.9803690616411465	
21	20979	0.0007792638800585612	0.14815882904337357	0.339229452086019	0.9799764428739693	
22	21978	0.00010514448748616596	0.15037047170039056	0.3373096824815172	0.9799764428739693	
