	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7789145	0.705385	0.7371975	0.8169124999999999	0.6584924999999999	0.7462025	True	993940.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7789145	0.7939433	0.7371975	0.8169124999999999	0.7569	0.8292050000000001	True	292179.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7789145	0.7874242	0.7371975	0.8169124999999999	0.751	0.8229	True	381772.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7789145	0.7914726000000001	0.7371975	0.8169124999999999	0.7528825	0.8260124999999999	True	322991.5	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7789145	0.7871877999999999	0.7371975	0.8169124999999999	0.7495	0.8260124999999999	True	385655.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.7789145	0.7939053	0.7371975	0.8169124999999999	0.7587875000000001	0.827	True	285321.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7789145	0.7872543000000001	0.7371975	0.8169124999999999	0.74899	0.8222125	True	379793.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.705385	0.7939433	0.6584924999999999	0.7462025	0.7569	0.8292050000000001	True	580.5	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.705385	0.7874242	0.6584924999999999	0.7462025	0.751	0.8229	True	1696.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.705385	0.7914726000000001	0.6584924999999999	0.7462025	0.7528825	0.8260124999999999	True	1135.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.705385	0.7871877999999999	0.6584924999999999	0.7462025	0.7495	0.8260124999999999	True	1659.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.705385	0.7939053	0.6584924999999999	0.7462025	0.7587875000000001	0.827	True	551.5	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.705385	0.7872543000000001	0.6584924999999999	0.7462025	0.74899	0.8222125	True	2217.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.7939433	0.7874242	0.7569	0.8292050000000001	0.751	0.8229	True	599877.0	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.7939433	0.7914726000000001	0.7569	0.8292050000000001	0.7528825	0.8260124999999999	True	535968.5	0.005346	0.032076	True
15	0.0003_8_16	3e-05_32_64	0.7939433	0.7871877999999999	0.7569	0.8292050000000001	0.7495	0.8260124999999999	True	601310.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.7939433	0.7939053	0.7569	0.8292050000000001	0.7587875000000001	0.827	True	501486.5	0.908384	1.0	False
17	0.0003_8_16	3e-05_8_8	0.7939433	0.7872543000000001	0.7569	0.8292050000000001	0.74899	0.8222125	True	599206.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.7874242	0.7914726000000001	0.751	0.8229	0.7528825	0.8260124999999999	True	434435.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7874242	0.7871877999999999	0.751	0.8229	0.7495	0.8260124999999999	True	502850.5	0.825322	1.0	False
20	0.0003_8_8	3e-05_8_16	0.7874242	0.7939053	0.751	0.8229	0.7587875000000001	0.827	True	396527.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7874242	0.7872543000000001	0.751	0.8229	0.74899	0.8222125	True	497653.0	0.855807	1.0	False
22	3e-05_32_32	3e-05_32_64	0.7914726000000001	0.7871877999999999	0.7528825	0.8260124999999999	0.7495	0.8260124999999999	True	567048.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.7914726000000001	0.7939053	0.7528825	0.8260124999999999	0.7587875000000001	0.827	True	464365.5	0.005789	0.032076	True
24	3e-05_32_32	3e-05_8_8	0.7914726000000001	0.7872543000000001	0.7528825	0.8260124999999999	0.74899	0.8222125	True	564383.0	1e-06	7e-06	True
25	3e-05_32_64	3e-05_8_16	0.7871877999999999	0.7939053	0.7495	0.8260124999999999	0.7587875000000001	0.827	True	395898.0	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7871877999999999	0.7872543000000001	0.7495	0.8260124999999999	0.74899	0.8222125	True	495455.5	0.724921	1.0	False
27	3e-05_8_16	3e-05_8_8	0.7939053	0.7872543000000001	0.7587875000000001	0.827	0.74899	0.8222125	True	602523.5	0.0	0.0	True
