	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	86.22	87.84	0.809295	0.9151	0.8287775	0.9238	True	324552.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	86.22	88.13	0.809295	0.9151	0.8304975	0.9306	True	307756.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	86.22	89.09	0.809295	0.9151	0.8444	0.9339	True	207027.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	86.22	89.77	0.809295	0.9151	0.8452975	0.9469224999999999	True	171656.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	86.22	89.1	0.809295	0.9151	0.8421	0.9397099999999999	True	214151.0	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	86.22	88.67	0.809295	0.9151	0.834	0.9362050000000001	True	257520.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	86.22	88.22	0.809295	0.9151	0.8311975	0.9292	True	292303.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	87.84	88.13	0.8287775	0.9238	0.8304975	0.9306	True	470641.0	0.022993	0.068979	False
8	0.0003_32_64	0.0003_8_8	87.84	89.09	0.8287775	0.9238	0.8444	0.9339	True	352324.0	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	87.84	89.77	0.8287775	0.9238	0.8452975	0.9469224999999999	True	290729.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	87.84	89.1	0.8287775	0.9238	0.8421	0.9397099999999999	True	357491.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	87.84	88.67	0.8287775	0.9238	0.834	0.9362050000000001	True	406543.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	87.84	88.22	0.8287775	0.9238	0.8311975	0.9292	True	455806.0	0.000621	0.002795	True
13	0.0003_8_16	0.0003_8_8	88.13	89.09	0.8304975	0.9306	0.8444	0.9339	True	390014.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	88.13	89.77	0.8304975	0.9306	0.8452975	0.9469224999999999	True	327185.5	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	88.13	89.1	0.8304975	0.9306	0.8421	0.9397099999999999	True	393388.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	88.13	88.67	0.8304975	0.9306	0.834	0.9362050000000001	True	439254.5	3e-06	2.4e-05	True
17	0.0003_8_16	3e-05_8_8	88.13	88.22	0.8304975	0.9306	0.8311975	0.9292	True	487366.0	0.327902	0.655804	False
18	0.0003_8_8	3e-05_32_32	89.09	89.77	0.8444	0.9339	0.8452975	0.9469224999999999	True	419182.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	89.09	89.1	0.8444	0.9339	0.8421	0.9397099999999999	True	499449.5	0.966026	0.966026	False
20	0.0003_8_8	3e-05_8_16	89.09	88.67	0.8444	0.9339	0.834	0.9362050000000001	True	545362.5	0.000443	0.0026579999999999998	True
21	0.0003_8_8	3e-05_8_8	89.09	88.22	0.8444	0.9339	0.8311975	0.9292	True	600315.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	89.77	89.1	0.8452975	0.9469224999999999	0.8421	0.9397099999999999	True	577470.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	89.77	88.67	0.8452975	0.9469224999999999	0.834	0.9362050000000001	True	616221.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	89.77	88.22	0.8452975	0.9469224999999999	0.8311975	0.9292	True	667674.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	89.1	88.67	0.8421	0.9397099999999999	0.834	0.9362050000000001	True	544560.0	0.000559	0.002795	True
26	3e-05_32_64	3e-05_8_8	89.1	88.22	0.8421	0.9397099999999999	0.8311975	0.9292	True	597617.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	88.67	88.22	0.834	0.9362050000000001	0.8311975	0.9292	True	550380.0	9.6e-05	0.0006720000000000001	True
