	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8250706999999999	0.8098739	0.7638900000000001	0.8826225	0.749975	0.8711125	True	634842.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.8250706999999999	0.8400048	0.7638900000000001	0.8826225	0.7755	0.8980225	True	368325.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8250706999999999	0.8245552	0.7638900000000001	0.8826225	0.7597925	0.883715	True	505047.5	0.695913	1.0	False
3	0.0003_32_32	3e-05_32_32	0.8250706999999999	0.8111786	0.7638900000000001	0.8826225	0.7499775	0.8682025	True	620866.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.8250706999999999	0.793658	0.7638900000000001	0.8826225	0.7280975	0.856	True	756727.0	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.8250706999999999	0.8118301	0.7638900000000001	0.8826225	0.746305	0.8696	True	611037.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8250706999999999	0.7807264	0.7638900000000001	0.8826225	0.709195	0.8438074999999999	True	827917.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.8098739	0.8400048	0.749975	0.8711125	0.7755	0.8980225	True	246566.5	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.8098739	0.8245552	0.749975	0.8711125	0.7597925	0.883715	True	366888.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.8098739	0.8111786	0.749975	0.8711125	0.7499775	0.8682025	True	486007.0	0.278546	0.8356380000000001	False
10	0.0003_32_64	3e-05_32_64	0.8098739	0.793658	0.749975	0.8711125	0.7280975	0.856	True	643142.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.8098739	0.8118301	0.749975	0.8711125	0.746305	0.8696	True	477328.5	0.079145	0.31658	False
12	0.0003_32_64	3e-05_8_8	0.8098739	0.7807264	0.749975	0.8711125	0.709195	0.8438074999999999	True	733890.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8400048	0.8245552	0.7755	0.8980225	0.7597925	0.883715	True	639374.0	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.8400048	0.8111786	0.7755	0.8980225	0.7499775	0.8682025	True	740527.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8400048	0.793658	0.7755	0.8980225	0.7280975	0.856	True	846134.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8400048	0.8118301	0.7755	0.8980225	0.746305	0.8696	True	730445.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8400048	0.7807264	0.7755	0.8980225	0.709195	0.8438074999999999	True	896782.5	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.8245552	0.8111786	0.7597925	0.883715	0.7499775	0.8682025	True	618379.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8245552	0.793658	0.7597925	0.883715	0.7280975	0.856	True	757475.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8245552	0.8118301	0.7597925	0.883715	0.746305	0.8696	True	607666.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8245552	0.7807264	0.7597925	0.883715	0.709195	0.8438074999999999	True	828866.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.8111786	0.793658	0.7499775	0.8682025	0.7280975	0.856	True	653626.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.8111786	0.8118301	0.7499775	0.8682025	0.746305	0.8696	True	491355.0	0.503216	1.0	False
24	3e-05_32_32	3e-05_8_8	0.8111786	0.7807264	0.7499775	0.8682025	0.709195	0.8438074999999999	True	741897.0	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.793658	0.8118301	0.7280975	0.856	0.746305	0.8696	True	341726.0	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.793658	0.7807264	0.7280975	0.856	0.709195	0.8438074999999999	True	603956.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.8118301	0.7807264	0.746305	0.8696	0.709195	0.8438074999999999	True	744141.5	0.0	0.0	True
