	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	87.36	86.01	0.8173775	0.9250025000000001	0.791095	0.9209050000000001	True	611699.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	87.36	88.44	0.8173775	0.9250025000000001	0.829495	0.935805	True	393317.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	87.36	88.45	0.8173775	0.9250025000000001	0.8317875	0.9356	True	392026.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	87.36	90.08	0.8173775	0.9250025000000001	0.8583	0.9421200000000001	True	223085.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	87.36	89.69	0.8173775	0.9250025000000001	0.854595	0.9356	True	260771.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	87.36	88.94	0.8173775	0.9250025000000001	0.8340799999999999	0.9349025	True	341170.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	87.36	88.56	0.8173775	0.9250025000000001	0.8319	0.9339025	True	380259.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	86.01	88.44	0.791095	0.9209050000000001	0.829495	0.935805	True	296838.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	86.01	88.45	0.791095	0.9209050000000001	0.8317875	0.9356	True	295667.0	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	86.01	90.08	0.791095	0.9209050000000001	0.8583	0.9421200000000001	True	158855.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	86.01	89.69	0.791095	0.9209050000000001	0.854595	0.9356	True	187800.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	86.01	88.94	0.791095	0.9209050000000001	0.8340799999999999	0.9349025	True	254049.5	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	86.01	88.56	0.791095	0.9209050000000001	0.8319	0.9339025	True	285180.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	88.44	88.45	0.829495	0.935805	0.8317875	0.9356	True	501401.5	0.913603	0.913603	False
14	0.0003_8_16	3e-05_32_32	88.44	90.08	0.829495	0.935805	0.8583	0.9421200000000001	True	321240.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	88.44	89.69	0.829495	0.935805	0.854595	0.9356	True	363337.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	88.44	88.94	0.829495	0.935805	0.8340799999999999	0.9349025	True	446017.5	2.9e-05	0.000174	True
17	0.0003_8_16	3e-05_8_8	88.44	88.56	0.829495	0.935805	0.8319	0.9339025	True	488544.5	0.375032	0.871755	False
18	0.0003_8_8	3e-05_32_32	88.45	90.08	0.8317875	0.9356	0.8583	0.9421200000000001	True	317237.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	88.45	89.69	0.8317875	0.9356	0.854595	0.9356	True	359968.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	88.45	88.94	0.8317875	0.9356	0.8340799999999999	0.9349025	True	443805.0	1.4e-05	9.8e-05	True
21	0.0003_8_8	3e-05_8_8	88.45	88.56	0.8317875	0.9356	0.8319	0.9339025	True	486352.5	0.290585	0.871755	False
22	3e-05_32_32	3e-05_32_64	90.08	89.69	0.8583	0.9421200000000001	0.854595	0.9356	True	546483.5	0.000319	0.001595	True
23	3e-05_32_32	3e-05_8_16	90.08	88.94	0.8583	0.9421200000000001	0.8340799999999999	0.9349025	True	625947.0	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	90.08	88.56	0.8583	0.9421200000000001	0.8319	0.9339025	True	670920.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	89.69	88.94	0.854595	0.9356	0.8340799999999999	0.9349025	True	581968.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	89.69	88.56	0.854595	0.9356	0.8319	0.9339025	True	627428.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	88.94	88.56	0.8340799999999999	0.9349025	0.8319	0.9339025	True	543563.0	0.000742	0.002968	True
