	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7312816	0.712534	0.661295	0.7985374999999999	0.6310875	0.7884074999999999	True	633485.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7312816	0.7626138	0.661295	0.7985374999999999	0.6864	0.8395050000000001	True	284250.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7312816	0.7139204	0.661295	0.7985374999999999	0.6307900000000001	0.78931	True	621514.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7312816	0.7009843	0.661295	0.7985374999999999	0.6177400000000001	0.7805274999999999	True	703123.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7312816	0.7325332999999999	0.661295	0.7985374999999999	0.65669	0.8065224999999999	True	492880.5	0.581428	1.0	False
5	0.0003_32_32	3e-05_8_16	0.7312816	0.6993234	0.661295	0.7985374999999999	0.617185	0.780505	True	716245.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7312816	0.7002522999999998	0.661295	0.7985374999999999	0.6086475	0.7833	True	705914.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.712534	0.7626138	0.6310875	0.7884074999999999	0.6864	0.8395050000000001	True	190540.5	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.712534	0.7139204	0.6310875	0.7884074999999999	0.6307900000000001	0.78931	True	486792.5	0.306422	1.0	False
9	0.0003_32_64	3e-05_32_32	0.712534	0.7009843	0.6310875	0.7884074999999999	0.6177400000000001	0.7805274999999999	True	577510.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.712534	0.7325332999999999	0.6310875	0.7884074999999999	0.65669	0.8065224999999999	True	364368.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.712534	0.6993234	0.6310875	0.7884074999999999	0.617185	0.780505	True	589850.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.712534	0.7002522999999998	0.6310875	0.7884074999999999	0.6086475	0.7833	True	580463.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.7626138	0.7139204	0.6864	0.8395050000000001	0.6307900000000001	0.78931	True	803367.0	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.7626138	0.7009843	0.6864	0.8395050000000001	0.6177400000000001	0.7805274999999999	True	853752.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.7626138	0.7325332999999999	0.6864	0.8395050000000001	0.65669	0.8065224999999999	True	702724.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.7626138	0.6993234	0.6864	0.8395050000000001	0.617185	0.780505	True	862625.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.7626138	0.7002522999999998	0.6864	0.8395050000000001	0.6086475	0.7833	True	854861.5	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.7139204	0.7009843	0.6307900000000001	0.78931	0.6177400000000001	0.7805274999999999	True	589584.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7139204	0.7325332999999999	0.6307900000000001	0.78931	0.65669	0.8065224999999999	True	375796.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.7139204	0.6993234	0.6307900000000001	0.78931	0.617185	0.780505	True	602230.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7139204	0.7002522999999998	0.6307900000000001	0.78931	0.6086475	0.7833	True	592949.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7009843	0.7325332999999999	0.6177400000000001	0.7805274999999999	0.65669	0.8065224999999999	True	296575.5	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.7009843	0.6993234	0.6177400000000001	0.7805274999999999	0.617185	0.780505	True	511351.5	0.379385	1.0	False
24	3e-05_32_32	3e-05_8_8	0.7009843	0.7002522999999998	0.6177400000000001	0.7805274999999999	0.6086475	0.7833	True	502420.5	0.851342	1.0	False
25	3e-05_32_64	3e-05_8_16	0.7325332999999999	0.6993234	0.65669	0.8065224999999999	0.617185	0.780505	True	715742.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7325332999999999	0.7002522999999998	0.65669	0.8065224999999999	0.6086475	0.7833	True	705858.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.6993234	0.7002522999999998	0.617185	0.780505	0.6086475	0.7833	True	491817.0	0.526304	1.0	False
