	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8512845	0.819089	0.80889	0.8904	0.7659	0.8714	True	833197.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.8512845	0.8675585000000001	0.80889	0.8904	0.8216775	0.9135025	True	302915.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8512845	0.8661635999999999	0.80889	0.8904	0.826595	0.9077025	True	307285.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.8512845	0.8907707	0.80889	0.8904	0.8522974999999999	0.9244025	True	77794.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.8512845	0.8690304	0.80889	0.8904	0.8179949999999999	0.9112	True	284385.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.8512845	0.8694496	0.80889	0.8904	0.814185	0.91121	True	277675.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8512845	0.8714575999999999	0.80889	0.8904	0.8343925	0.9065124999999999	True	237935.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.819089	0.8675585000000001	0.7659	0.8714	0.8216775	0.9135025	True	85360.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.819089	0.8661635999999999	0.7659	0.8714	0.826595	0.9077025	True	75414.0	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.819089	0.8907707	0.7659	0.8714	0.8522974999999999	0.9244025	True	12274.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.819089	0.8690304	0.7659	0.8714	0.8179949999999999	0.9112	True	82430.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.819089	0.8694496	0.7659	0.8714	0.814185	0.91121	True	83684.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.819089	0.8714575999999999	0.7659	0.8714	0.8343925	0.9065124999999999	True	50052.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8675585000000001	0.8661635999999999	0.8216775	0.9135025	0.826595	0.9077025	True	524252.5	0.060369	0.301845	False
14	0.0003_8_16	3e-05_32_32	0.8675585000000001	0.8907707	0.8216775	0.9135025	0.8522974999999999	0.9244025	True	220448.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8675585000000001	0.8690304	0.8216775	0.9135025	0.8179949999999999	0.9112	True	476792.5	0.07231	0.301845	False
16	0.0003_8_16	3e-05_8_16	0.8675585000000001	0.8694496	0.8216775	0.9135025	0.814185	0.91121	True	468033.5	0.013306	0.079836	False
17	0.0003_8_16	3e-05_8_8	0.8675585000000001	0.8714575999999999	0.8216775	0.9135025	0.8343925	0.9065124999999999	True	453724.5	0.000339	0.002373	True
18	0.0003_8_8	3e-05_32_32	0.8661635999999999	0.8907707	0.826595	0.9077025	0.8522974999999999	0.9244025	True	181113.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8661635999999999	0.8690304	0.826595	0.9077025	0.8179949999999999	0.9112	True	450463.0	0.000125	0.001	True
20	0.0003_8_8	3e-05_8_16	0.8661635999999999	0.8694496	0.826595	0.9077025	0.814185	0.91121	True	440324.0	4e-06	3.6e-05	True
21	0.0003_8_8	3e-05_8_8	0.8661635999999999	0.8714575999999999	0.826595	0.9077025	0.8343925	0.9065124999999999	True	421169.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.8907707	0.8690304	0.8522974999999999	0.9244025	0.8179949999999999	0.9112	True	760398.5	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.8907707	0.8694496	0.8522974999999999	0.9244025	0.814185	0.91121	True	751776.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.8907707	0.8714575999999999	0.8522974999999999	0.9244025	0.8343925	0.9065124999999999	True	771039.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.8690304	0.8694496	0.8179949999999999	0.9112	0.814185	0.91121	True	490891.5	0.480606	0.961212	False
26	3e-05_32_64	3e-05_8_8	0.8690304	0.8714575999999999	0.8179949999999999	0.9112	0.8343925	0.9065124999999999	True	480837.0	0.137821	0.413463	False
27	3e-05_8_16	3e-05_8_8	0.8694496	0.8714575999999999	0.814185	0.91121	0.8343925	0.9065124999999999	True	491723.0	0.521563	0.961212	False
