	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8277267999999999	0.8126338000000001	0.76229	0.8870025	0.7448825	0.87301	True	626111.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.8277267999999999	0.8418944	0.76229	0.8870025	0.7769975	0.897605	True	371803.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8277267999999999	0.8367832	0.76229	0.8870025	0.7714599999999999	0.89881	True	421276.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.8277267999999999	0.806567	0.76229	0.8870025	0.7280975	0.8682075	True	666218.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.8277267999999999	0.8289677000000001	0.76229	0.8870025	0.7633449999999999	0.8922025	True	488373.0	0.367925	0.443986	False
5	0.0003_32_32	3e-05_8_16	0.8277267999999999	0.8147499	0.76229	0.8870025	0.7517825	0.878	True	615145.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8277267999999999	0.7843003	0.76229	0.8870025	0.716695	0.8480125	True	821988.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.8126338000000001	0.8418944	0.7448825	0.87301	0.7769975	0.897605	True	262657.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.8126338000000001	0.8367832	0.7448825	0.87301	0.7714599999999999	0.89881	True	306751.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.8126338000000001	0.806567	0.7448825	0.87301	0.7280975	0.8682075	True	546051.0	0.000362	0.00132	True
10	0.0003_32_64	3e-05_32_64	0.8126338000000001	0.8289677000000001	0.7448825	0.87301	0.7633449999999999	0.8922025	True	364517.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.8126338000000001	0.8147499	0.7448825	0.87301	0.7517825	0.878	True	484229.5	0.221993	0.443986	False
12	0.0003_32_64	3e-05_8_8	0.8126338000000001	0.7843003	0.7448825	0.87301	0.716695	0.8480125	True	719193.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8418944	0.8367832	0.7769975	0.897605	0.7714599999999999	0.89881	True	546370.5	0.00033	0.00132	True
14	0.0003_8_16	3e-05_32_32	0.8418944	0.806567	0.7769975	0.897605	0.7280975	0.8682075	True	769612.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8418944	0.8289677000000001	0.7769975	0.897605	0.7633449999999999	0.8922025	True	615273.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8418944	0.8147499	0.7769975	0.897605	0.7517825	0.878	True	730866.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8418944	0.7843003	0.7769975	0.897605	0.716695	0.8480125	True	892774.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.8367832	0.806567	0.7714599999999999	0.89881	0.7280975	0.8682075	True	728176.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8367832	0.8289677000000001	0.7714599999999999	0.89881	0.7633449999999999	0.8922025	True	566669.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8367832	0.8147499	0.7714599999999999	0.89881	0.7517825	0.878	True	684578.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8367832	0.7843003	0.7714599999999999	0.89881	0.716695	0.8480125	True	863542.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.806567	0.8289677000000001	0.7280975	0.8682075	0.7633449999999999	0.8922025	True	325208.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.806567	0.8147499	0.7280975	0.8682075	0.7517825	0.878	True	438187.5	2e-06	9.999999999999999e-06	True
24	3e-05_32_32	3e-05_8_8	0.806567	0.7843003	0.7280975	0.8682075	0.716695	0.8480125	True	671612.0	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.8289677000000001	0.8147499	0.7633449999999999	0.8922025	0.7517825	0.878	True	624881.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.8289677000000001	0.7843003	0.7633449999999999	0.8922025	0.716695	0.8480125	True	825969.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.8147499	0.7843003	0.7517825	0.878	0.716695	0.8480125	True	737733.0	0.0	0.0	True
