	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7818237	0.7257394	0.7410875	0.821315	0.6806	0.7667200000000001	True	970047.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7818237	0.7707293	0.7410875	0.821315	0.728885	0.8105224999999999	True	649296.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7818237	0.7937280000000001	0.7410875	0.821315	0.7503	0.8341025	True	344757.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7818237	0.7667915000000001	0.7410875	0.821315	0.721795	0.8073125	True	689384.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7818237	0.7713023	0.7410875	0.821315	0.7259875	0.814605	True	636747.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.7818237	0.7747573	0.7410875	0.821315	0.7347975	0.8133025	True	596816.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7818237	0.7551617000000002	0.7410875	0.821315	0.7123775	0.7966025	True	817119.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.7257394	0.7707293	0.6806	0.7667200000000001	0.728885	0.8105224999999999	True	67616.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.7257394	0.7937280000000001	0.6806	0.7667200000000001	0.7503	0.8341025	True	13415.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.7257394	0.7667915000000001	0.6806	0.7667200000000001	0.721795	0.8073125	True	93867.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.7257394	0.7713023	0.6806	0.7667200000000001	0.7259875	0.814605	True	72236.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.7257394	0.7747573	0.6806	0.7667200000000001	0.7347975	0.8133025	True	48087.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.7257394	0.7551617000000002	0.6806	0.7667200000000001	0.7123775	0.7966025	True	167706.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.7707293	0.7937280000000001	0.728885	0.8105224999999999	0.7503	0.8341025	True	223172.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.7707293	0.7667915000000001	0.728885	0.8105224999999999	0.721795	0.8073125	True	547728.0	0.000219	0.000657	True
15	0.0003_8_16	3e-05_32_64	0.7707293	0.7713023	0.728885	0.8105224999999999	0.7259875	0.814605	True	492032.0	0.53723	0.53723	False
16	0.0003_8_16	3e-05_8_16	0.7707293	0.7747573	0.728885	0.8105224999999999	0.7347975	0.8133025	True	444500.0	1.7e-05	8.5e-05	True
17	0.0003_8_16	3e-05_8_8	0.7707293	0.7551617000000002	0.728885	0.8105224999999999	0.7123775	0.7966025	True	701287.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.7937280000000001	0.7667915000000001	0.7503	0.8341025	0.721795	0.8073125	True	806834.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7937280000000001	0.7713023	0.7503	0.8341025	0.7259875	0.814605	True	764764.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.7937280000000001	0.7747573	0.7503	0.8341025	0.7347975	0.8133025	True	738256.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7937280000000001	0.7551617000000002	0.7503	0.8341025	0.7123775	0.7966025	True	897004.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7667915000000001	0.7713023	0.721795	0.8073125	0.7259875	0.814605	True	446386.0	3.3e-05	0.000132	True
23	3e-05_32_32	3e-05_8_16	0.7667915000000001	0.7747573	0.721795	0.8073125	0.7347975	0.8133025	True	398865.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.7667915000000001	0.7551617000000002	0.721795	0.8073125	0.7123775	0.7966025	True	652689.0	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.7713023	0.7747573	0.7259875	0.814605	0.7347975	0.8133025	True	454432.0	0.000417	0.000834	True
26	3e-05_32_64	3e-05_8_8	0.7713023	0.7551617000000002	0.7259875	0.814605	0.7123775	0.7966025	True	700189.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.7747573	0.7551617000000002	0.7347975	0.8133025	0.7123775	0.7966025	True	748053.0	0.0	0.0	True
