	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8764521000000001	0.8740379	0.8405825	0.911605	0.8358875	0.9107	True	534784.0	0.007067	0.014134	True
1	0.0003_32_32	0.0003_8_16	0.8764521000000001	0.8923894	0.8405825	0.911605	0.8584	0.9254025	True	266769.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8764521000000001	0.8936424	0.8405825	0.911605	0.8593925	0.9253025	True	246445.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.8764521000000001	0.9001703	0.8405825	0.911605	0.8697900000000001	0.9281050000000001	True	161213.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.8764521000000001	0.9023424999999999	0.8405825	0.911605	0.8644825	0.9343125	True	153575.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.8764521000000001	0.8967497	0.8405825	0.911605	0.8638	0.9304025	True	206312.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8764521000000001	0.889727	0.8405825	0.911605	0.856485	0.9202025	True	296418.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.8740379	0.8923894	0.8358875	0.9107	0.8584	0.9254025	True	236631.5	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.8740379	0.8936424	0.8358875	0.9107	0.8593925	0.9253025	True	217082.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.8740379	0.9001703	0.8358875	0.9107	0.8697900000000001	0.9281050000000001	True	137212.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.8740379	0.9023424999999999	0.8358875	0.9107	0.8644825	0.9343125	True	132216.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.8740379	0.8967497	0.8358875	0.9107	0.8638	0.9304025	True	178746.5	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.8740379	0.889727	0.8358875	0.9107	0.856485	0.9202025	True	264295.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8923894	0.8936424	0.8584	0.9254025	0.8593925	0.9253025	True	476840.0	0.072894	0.072894	False
14	0.0003_8_16	3e-05_32_32	0.8923894	0.9001703	0.8584	0.9254025	0.8697900000000001	0.9281050000000001	True	366936.5	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8923894	0.9023424999999999	0.8584	0.9254025	0.8644825	0.9343125	True	340474.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8923894	0.8967497	0.8584	0.9254025	0.8638	0.9304025	True	430108.5	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8923894	0.889727	0.8584	0.9254025	0.856485	0.9202025	True	539353.5	0.002307	0.00752	True
18	0.0003_8_8	3e-05_32_32	0.8936424	0.9001703	0.8593925	0.9253025	0.8697900000000001	0.9281050000000001	True	388482.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8936424	0.9023424999999999	0.8593925	0.9253025	0.8644825	0.9343125	True	359366.0	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8936424	0.8967497	0.8593925	0.9253025	0.8638	0.9304025	True	453620.5	0.000329	0.0016449999999999998	True
21	0.0003_8_8	3e-05_8_8	0.8936424	0.889727	0.8593925	0.9253025	0.856485	0.9202025	True	563418.5	1e-06	6e-06	True
22	3e-05_32_32	3e-05_32_64	0.9001703	0.9023424999999999	0.8697900000000001	0.9281050000000001	0.8644825	0.9343125	True	459858.0	0.00188	0.00752	True
23	3e-05_32_32	3e-05_8_16	0.9001703	0.8967497	0.8697900000000001	0.9281050000000001	0.8638	0.9304025	True	567242.0	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.9001703	0.889727	0.8697900000000001	0.9281050000000001	0.856485	0.9202025	True	674835.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.9023424999999999	0.8967497	0.8644825	0.9343125	0.8638	0.9304025	True	599113.0	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.9023424999999999	0.889727	0.8644825	0.9343125	0.856485	0.9202025	True	699222.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.8967497	0.889727	0.8638	0.9304025	0.856485	0.9202025	True	611111.0	0.0	0.0	True
