	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8581650999999999	0.8171822999999999	0.8175725	0.8957025000000001	0.7744599999999999	0.860915	True	914114.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.8581650999999999	0.8516864000000001	0.8175725	0.8957025000000001	0.8113900000000001	0.8907	True	589308.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8581650999999999	0.8496153000000001	0.8175725	0.8957025000000001	0.8105975	0.8880224999999999	True	617542.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.8581650999999999	0.8547551000000001	0.8175725	0.8957025000000001	0.81236	0.89332	True	543383.5	0.000781	0.001562	True
4	0.0003_32_32	3e-05_32_64	0.8581650999999999	0.8436315	0.8175725	0.8957025000000001	0.8032	0.8784025	True	697211.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.8581650999999999	0.835618	0.8175725	0.8957025000000001	0.795685	0.8734025	True	783684.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8581650999999999	0.8393615999999999	0.8175725	0.8957025000000001	0.7983825	0.884505	True	734180.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.8171822999999999	0.8516864000000001	0.7744599999999999	0.860915	0.8113900000000001	0.8907	True	122972.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.8171822999999999	0.8496153000000001	0.7744599999999999	0.860915	0.8105975	0.8880224999999999	True	140021.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.8171822999999999	0.8547551000000001	0.7744599999999999	0.860915	0.81236	0.89332	True	107010.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.8171822999999999	0.8436315	0.7744599999999999	0.860915	0.8032	0.8784025	True	181865.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.8171822999999999	0.835618	0.7744599999999999	0.860915	0.795685	0.8734025	True	268950.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.8171822999999999	0.8393615999999999	0.7744599999999999	0.860915	0.7983825	0.884505	True	241641.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8516864000000001	0.8496153000000001	0.8113900000000001	0.8907	0.8105975	0.8880224999999999	True	531173.0	0.015778	0.015778	True
14	0.0003_8_16	3e-05_32_32	0.8516864000000001	0.8547551000000001	0.8113900000000001	0.8907	0.81236	0.89332	True	453833.0	0.00035	0.0014	True
15	0.0003_8_16	3e-05_32_64	0.8516864000000001	0.8436315	0.8113900000000001	0.8907	0.8032	0.8784025	True	614084.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8516864000000001	0.835618	0.8113900000000001	0.8907	0.795685	0.8734025	True	715990.5	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8516864000000001	0.8393615999999999	0.8113900000000001	0.8907	0.7983825	0.884505	True	663524.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.8496153000000001	0.8547551000000001	0.8105975	0.8880224999999999	0.81236	0.89332	True	424622.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8496153000000001	0.8436315	0.8105975	0.8880224999999999	0.8032	0.8784025	True	581042.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8496153000000001	0.835618	0.8105975	0.8880224999999999	0.795685	0.8734025	True	686233.0	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8496153000000001	0.8393615999999999	0.8105975	0.8880224999999999	0.7983825	0.884505	True	634745.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.8547551000000001	0.8436315	0.81236	0.89332	0.8032	0.8784025	True	656745.5	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.8547551000000001	0.835618	0.81236	0.89332	0.795685	0.8734025	True	749190.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.8547551000000001	0.8393615999999999	0.81236	0.89332	0.7983825	0.884505	True	698466.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.8436315	0.835618	0.8032	0.8784025	0.795685	0.8734025	True	616236.0	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.8436315	0.8393615999999999	0.8032	0.8784025	0.7983825	0.884505	True	564083.5	1e-06	4.9999999999999996e-06	True
27	3e-05_8_16	3e-05_8_8	0.835618	0.8393615999999999	0.795685	0.8734025	0.7983825	0.884505	True	454575.0	0.000435	0.0014	True
