	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8084674	0.7423825999999999	0.771195	0.8422	0.7017975	0.7819075	True	991229.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.8084674	0.8267306000000001	0.771195	0.8422	0.788785	0.8635	True	235815.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8084674	0.8315224000000001	0.771195	0.8422	0.7956	0.8667075	True	176808.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.8084674	0.8519679	0.771195	0.8422	0.8213975	0.88061	True	32249.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.8084674	0.8380526	0.771195	0.8422	0.80639	0.869915	True	112005.0	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.8084674	0.8405224000000001	0.771195	0.8422	0.8100975	0.8705025000000001	True	83035.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8084674	0.8242265999999999	0.771195	0.8422	0.7916875	0.854905	True	257298.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.7423825999999999	0.8267306000000001	0.7017975	0.7819075	0.788785	0.8635	True	1232.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.7423825999999999	0.8315224000000001	0.7017975	0.7819075	0.7956	0.8667075	True	521.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.7423825999999999	0.8519679	0.7017975	0.7819075	0.8213975	0.88061	True	20.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.7423825999999999	0.8380526	0.7017975	0.7819075	0.80639	0.869915	True	171.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.7423825999999999	0.8405224000000001	0.7017975	0.7819075	0.8100975	0.8705025000000001	True	87.5	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.7423825999999999	0.8242265999999999	0.7017975	0.7819075	0.7916875	0.854905	True	1106.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8267306000000001	0.8315224000000001	0.788785	0.8635	0.7956	0.8667075	True	424587.0	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.8267306000000001	0.8519679	0.788785	0.8635	0.8213975	0.88061	True	144402.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8267306000000001	0.8380526	0.788785	0.8635	0.80639	0.869915	True	324854.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8267306000000001	0.8405224000000001	0.788785	0.8635	0.8100975	0.8705025000000001	True	279356.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8267306000000001	0.8242265999999999	0.788785	0.8635	0.7916875	0.854905	True	539398.0	0.002281	0.002281	True
18	0.0003_8_8	3e-05_32_32	0.8315224000000001	0.8519679	0.7956	0.8667075	0.8213975	0.88061	True	190046.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8315224000000001	0.8380526	0.7956	0.8667075	0.80639	0.869915	True	395781.0	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8315224000000001	0.8405224000000001	0.7956	0.8667075	0.8100975	0.8705025000000001	True	348625.0	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8315224000000001	0.8242265999999999	0.7956	0.8667075	0.7916875	0.854905	True	617504.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.8519679	0.8380526	0.8213975	0.88061	0.80639	0.869915	True	730842.5	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.8519679	0.8405224000000001	0.8213975	0.88061	0.8100975	0.8705025000000001	True	704092.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.8519679	0.8242265999999999	0.8213975	0.88061	0.7916875	0.854905	True	890105.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.8380526	0.8405224000000001	0.80639	0.869915	0.8100975	0.8705025000000001	True	455059.0	0.000501	0.001002	True
26	3e-05_32_64	3e-05_8_8	0.8380526	0.8242265999999999	0.80639	0.869915	0.7916875	0.854905	True	718106.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.8405224000000001	0.8242265999999999	0.8100975	0.8705025000000001	0.7916875	0.854905	True	764894.0	0.0	0.0	True
