	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7509993999999999	0.6899002	0.6955	0.8	0.6342	0.744405	True	939625.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7509993999999999	0.7645907999999999	0.6955	0.8	0.7075625	0.8176025	True	362914.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7509993999999999	0.7363549	0.6955	0.8	0.6788949999999999	0.7897249999999999	True	643946.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7509993999999999	0.7192211	0.6955	0.8	0.6667	0.77374	True	791620.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7509993999999999	0.7394306	0.6955	0.8	0.6807949999999999	0.79552	True	612968.0	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.7509993999999999	0.6931767999999999	0.6955	0.8	0.633795	0.7495	True	927895.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7509993999999999	0.61152	0.6955	0.8	0.5520900000000001	0.6736099999999999	False	999784.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.6899002	0.7645907999999999	0.6342	0.744405	0.7075625	0.8176025	True	31969.5	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.6899002	0.7363549	0.6342	0.744405	0.6788949999999999	0.7897249999999999	True	123784.0	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.6899002	0.7192211	0.6342	0.744405	0.6667	0.77374	True	232610.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.6899002	0.7394306	0.6342	0.744405	0.6807949999999999	0.79552	True	114639.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.6899002	0.6931767999999999	0.6342	0.744405	0.633795	0.7495	True	466919.0	0.010414	0.020828	True
12	0.0003_32_64	3e-05_8_8	0.6899002	0.61152	0.6342	0.744405	0.5520900000000001	0.6736099999999999	True	969529.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.7645907999999999	0.7363549	0.7075625	0.8176025	0.6788949999999999	0.7897249999999999	True	761616.0	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.7645907999999999	0.7192211	0.7075625	0.8176025	0.6667	0.77374	True	873201.5	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.7645907999999999	0.7394306	0.7075625	0.8176025	0.6807949999999999	0.79552	True	731134.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.7645907999999999	0.6931767999999999	0.7075625	0.8176025	0.633795	0.7495	True	961416.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.7645907999999999	0.61152	0.7075625	0.8176025	0.5520900000000001	0.6736099999999999	False	999831.5	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.7363549	0.7192211	0.6788949999999999	0.7897249999999999	0.6667	0.77374	True	669243.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7363549	0.7394306	0.6788949999999999	0.7897249999999999	0.6807949999999999	0.79552	True	473112.0	0.037326	0.037326	True
20	0.0003_8_8	3e-05_8_16	0.7363549	0.6931767999999999	0.6788949999999999	0.7897249999999999	0.633795	0.7495	True	857104.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7363549	0.61152	0.6788949999999999	0.7897249999999999	0.5520900000000001	0.6736099999999999	False	998406.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7192211	0.7394306	0.6667	0.77374	0.6807949999999999	0.79552	True	310809.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.7192211	0.6931767999999999	0.6667	0.77374	0.633795	0.7495	True	739153.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.7192211	0.61152	0.6667	0.77374	0.5520900000000001	0.6736099999999999	True	995861.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.7394306	0.6931767999999999	0.6807949999999999	0.79552	0.633795	0.7495	True	867067.0	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7394306	0.61152	0.6807949999999999	0.79552	0.5520900000000001	0.6736099999999999	False	998948.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.6931767999999999	0.61152	0.633795	0.7495	0.5520900000000001	0.6736099999999999	True	973453.0	0.0	0.0	True
