	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	83.88	81.29	0.7960925	0.8763025	0.7849975	0.8404050000000001	True	849249.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	83.88	86.3	0.7960925	0.8763025	0.8229924999999999	0.8973125	True	193741.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	83.88	88.13	0.7960925	0.8763025	0.8563975	0.9040025	True	33169.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	83.88	87.04	0.7960925	0.8763025	0.8447925	0.8966025	True	91515.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	83.88	87.85	0.7960925	0.8763025	0.8504825	0.9023074999999999	True	47092.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	83.88	86.72	0.7960925	0.8763025	0.8262925	0.90111	True	151627.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	83.88	86.96	0.7960925	0.8763025	0.8318875	0.9024025	True	128505.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	81.29	86.3	0.7849975	0.8404050000000001	0.8229924999999999	0.8973125	True	23706.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	81.29	88.13	0.7849975	0.8404050000000001	0.8563975	0.9040025	True	123.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	81.29	87.04	0.7849975	0.8404050000000001	0.8447925	0.8966025	True	1312.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	81.29	87.85	0.7849975	0.8404050000000001	0.8504825	0.9023074999999999	True	628.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	81.29	86.72	0.7849975	0.8404050000000001	0.8262925	0.90111	True	13925.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	81.29	86.96	0.7849975	0.8404050000000001	0.8318875	0.9024025	True	9204.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	86.3	88.13	0.8229924999999999	0.8973125	0.8563975	0.9040025	True	217937.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	86.3	87.04	0.8229924999999999	0.8973125	0.8447925	0.8966025	True	387703.5	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	86.3	87.85	0.8229924999999999	0.8973125	0.8504825	0.9023074999999999	True	256661.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	86.3	86.72	0.8229924999999999	0.8973125	0.8262925	0.90111	True	439693.0	3e-06	1.5e-05	True
17	0.0003_8_16	3e-05_8_8	86.3	86.96	0.8229924999999999	0.8973125	0.8318875	0.9024025	True	402823.5	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	88.13	87.04	0.8563975	0.9040025	0.8447925	0.8966025	True	723864.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	88.13	87.85	0.8563975	0.9040025	0.8504825	0.9023074999999999	True	554523.5	2.4e-05	9.6e-05	True
20	0.0003_8_8	3e-05_8_16	88.13	86.72	0.8563975	0.9040025	0.8262925	0.90111	True	727762.0	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	88.13	86.96	0.8563975	0.9040025	0.8318875	0.9024025	True	692161.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	87.04	87.85	0.8447925	0.8966025	0.8504825	0.9023074999999999	True	326068.5	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	87.04	86.72	0.8447925	0.8966025	0.8262925	0.90111	True	545187.5	0.000466	0.001398	True
24	3e-05_32_32	3e-05_8_8	87.04	86.96	0.8447925	0.8966025	0.8318875	0.9024025	True	502317.0	0.857631	0.857631	False
25	3e-05_32_64	3e-05_8_16	87.85	86.72	0.8504825	0.9023074999999999	0.8262925	0.90111	True	685583.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	87.85	86.96	0.8504825	0.9023074999999999	0.8318875	0.9024025	True	648004.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	86.72	86.96	0.8262925	0.90111	0.8318875	0.9024025	True	462837.5	0.004004	0.008008	True
