	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7754643	0.7546005	0.717595	0.834	0.6932	0.8163125	True	677681.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7754643	0.7824842	0.717595	0.834	0.71018	0.8523374999999999	True	441359.0	6e-06	3.6e-05	True
2	0.0003_32_32	0.0003_8_8	0.7754643	0.8091173000000002	0.717595	0.834	0.7559	0.8630074999999999	True	213171.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7754643	0.7549158	0.717595	0.834	0.68218	0.8205	True	666352.5	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7754643	0.7815816000000001	0.717595	0.834	0.7226875	0.8421299999999999	True	446044.5	2.9e-05	0.000145	True
5	0.0003_32_32	3e-05_8_16	0.7754643	0.7572636	0.717595	0.834	0.67259	0.8295125	True	630288.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7754643	0.7444286999999999	0.717595	0.834	0.672	0.8163	True	735111.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.7546005	0.7824842	0.6932	0.8163125	0.71018	0.8523374999999999	True	282136.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.7546005	0.8091173000000002	0.6932	0.8163125	0.7559	0.8630074999999999	True	98975.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.7546005	0.7549158	0.6932	0.8163125	0.68218	0.8205	True	493269.0	0.602217	0.904302	False
10	0.0003_32_64	3e-05_32_64	0.7546005	0.7815816000000001	0.6932	0.8163125	0.7226875	0.8421299999999999	True	273773.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.7546005	0.7572636	0.6932	0.8163125	0.67259	0.8295125	True	469923.0	0.019851	0.079404	False
12	0.0003_32_64	3e-05_8_8	0.7546005	0.7444286999999999	0.6932	0.8163125	0.672	0.8163	True	579235.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.7824842	0.8091173000000002	0.71018	0.8523374999999999	0.7559	0.8630074999999999	True	281981.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.7824842	0.7549158	0.71018	0.8523374999999999	0.68218	0.8205	True	706622.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.7824842	0.7815816000000001	0.71018	0.8523374999999999	0.7226875	0.8421299999999999	True	509709.0	0.452151	0.904302	False
16	0.0003_8_16	3e-05_8_16	0.7824842	0.7572636	0.71018	0.8523374999999999	0.67259	0.8295125	True	672974.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.7824842	0.7444286999999999	0.71018	0.8523374999999999	0.672	0.8163	True	766199.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.8091173000000002	0.7549158	0.7559	0.8630074999999999	0.68218	0.8205	True	889825.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8091173000000002	0.7815816000000001	0.7559	0.8630074999999999	0.7226875	0.8421299999999999	True	745413.0	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8091173000000002	0.7572636	0.7559	0.8630074999999999	0.67259	0.8295125	True	856133.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8091173000000002	0.7444286999999999	0.7559	0.8630074999999999	0.672	0.8163	True	917642.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7549158	0.7815816000000001	0.68218	0.8205	0.7226875	0.8421299999999999	True	286145.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.7549158	0.7572636	0.68218	0.8205	0.67259	0.8295125	True	476976.0	0.074593	0.223779	False
24	3e-05_32_32	3e-05_8_8	0.7549158	0.7444286999999999	0.68218	0.8205	0.672	0.8163	True	582828.0	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.7815816000000001	0.7572636	0.7226875	0.8421299999999999	0.67259	0.8295125	True	675475.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7815816000000001	0.7444286999999999	0.7226875	0.8421299999999999	0.672	0.8163	True	776800.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.7572636	0.7444286999999999	0.67259	0.8295125	0.672	0.8163	True	597642.5	0.0	0.0	True
