	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.8663263000000001	0.8568266999999999	0.823	0.9074025	0.8160975	0.8959125	True	627739.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.8663263000000001	0.8887731999999999	0.823	0.9074025	0.8558975	0.9216025	True	208122.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.8663263000000001	0.8997628	0.823	0.9074025	0.8671	0.9313025	True	106561.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.8663263000000001	0.8761221	0.823	0.9074025	0.8405	0.9095	True	363110.5	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.8663263000000001	0.8821014	0.823	0.9074025	0.8462	0.9163	True	290660.0	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.8663263000000001	0.8779259	0.823	0.9074025	0.8382975	0.9136	True	345690.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.8663263000000001	0.8458281	0.823	0.9074025	0.8035825	0.8884249999999999	True	752767.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.8568266999999999	0.8887731999999999	0.8160975	0.8959125	0.8558975	0.9216025	True	115218.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.8568266999999999	0.8997628	0.8160975	0.8959125	0.8671	0.9313025	True	49617.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.8568266999999999	0.8761221	0.8160975	0.8959125	0.8405	0.9095	True	236945.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.8568266999999999	0.8821014	0.8160975	0.8959125	0.8462	0.9163	True	178344.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.8568266999999999	0.8779259	0.8160975	0.8959125	0.8382975	0.9136	True	228306.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.8568266999999999	0.8458281	0.8160975	0.8959125	0.8035825	0.8884249999999999	True	648585.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8887731999999999	0.8997628	0.8558975	0.9216025	0.8671	0.9313025	True	322558.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.8887731999999999	0.8761221	0.8558975	0.9216025	0.8405	0.9095	True	691172.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8887731999999999	0.8821014	0.8558975	0.9216025	0.8462	0.9163	True	603794.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8887731999999999	0.8779259	0.8558975	0.9216025	0.8382975	0.9136	True	655560.5	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8887731999999999	0.8458281	0.8558975	0.9216025	0.8035825	0.8884249999999999	True	939462.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.8997628	0.8761221	0.8671	0.9313025	0.8405	0.9095	True	833658.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8997628	0.8821014	0.8671	0.9313025	0.8462	0.9163	True	761890.0	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8997628	0.8779259	0.8671	0.9313025	0.8382975	0.9136	True	799556.0	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8997628	0.8458281	0.8671	0.9313025	0.8035825	0.8884249999999999	True	976910.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.8761221	0.8821014	0.8405	0.9095	0.8462	0.9163	True	411820.5	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.8761221	0.8779259	0.8405	0.9095	0.8382975	0.9136	True	472724.0	0.034666	0.034666	True
24	3e-05_32_32	3e-05_8_8	0.8761221	0.8458281	0.8405	0.9095	0.8035825	0.8884249999999999	True	860496.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.8821014	0.8779259	0.8462	0.9163	0.8382975	0.9136	True	557095.5	1e-05	2e-05	True
26	3e-05_32_64	3e-05_8_8	0.8821014	0.8458281	0.8462	0.9163	0.8035825	0.8884249999999999	True	900187.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.8779259	0.8458281	0.8382975	0.9136	0.8035825	0.8884249999999999	True	863599.5	0.0	0.0	True
