	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.717216	0.6943923999999999	0.6333	0.8000375	0.608285	0.778225	True	640909.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.717216	0.6973944	0.6333	0.8000375	0.609595	0.779735	True	625252.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.717216	0.7099342	0.6333	0.8000375	0.6204	0.7923175	True	543981.0	0.00066	0.00198	True
3	0.0003_32_32	3e-05_32_32	0.717216	0.6469373	0.6333	0.8000375	0.5609475	0.7398025	True	866821.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.717216	0.6903851999999999	0.6333	0.8000375	0.6	0.7758025000000001	True	666759.0	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.717216	0.6658228	0.6333	0.8000375	0.57679	0.7529425	True	797183.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.717216	0.6208135	0.6333	0.8000375	0.5381925	0.7033075	True	944717.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.6943923999999999	0.6973944	0.608285	0.778225	0.609595	0.779735	True	479199.0	0.107223	0.107223	False
8	0.0003_32_64	0.0003_8_8	0.6943923999999999	0.7099342	0.608285	0.778225	0.6204	0.7923175	True	402486.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.6943923999999999	0.6469373	0.608285	0.778225	0.5609475	0.7398025	True	765086.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.6943923999999999	0.6903851999999999	0.608285	0.778225	0.6	0.7758025000000001	True	526017.5	0.043929	0.087858	False
11	0.0003_32_64	3e-05_8_16	0.6943923999999999	0.6658228	0.608285	0.778225	0.57679	0.7529425	True	671827.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.6943923999999999	0.6208135	0.608285	0.778225	0.5381925	0.7033075	True	878009.5	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.6973944	0.7099342	0.609595	0.779735	0.6204	0.7923175	True	419558.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.6973944	0.6469373	0.609595	0.779735	0.5609475	0.7398025	True	785763.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.6973944	0.6903851999999999	0.609595	0.779735	0.6	0.7758025000000001	True	547930.5	0.000206	0.000824	True
16	0.0003_8_16	3e-05_8_16	0.6973944	0.6658228	0.609595	0.779735	0.57679	0.7529425	True	695816.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.6973944	0.6208135	0.609595	0.779735	0.5381925	0.7033075	True	892955.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.7099342	0.6469373	0.6204	0.7923175	0.5609475	0.7398025	True	836006.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7099342	0.6903851999999999	0.6204	0.7923175	0.6	0.7758025000000001	True	623959.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.7099342	0.6658228	0.6204	0.7923175	0.57679	0.7529425	True	759452.0	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7099342	0.6208135	0.6204	0.7923175	0.5381925	0.7033075	True	924186.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.6469373	0.6903851999999999	0.5609475	0.7398025	0.6	0.7758025000000001	True	253494.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.6469373	0.6658228	0.5609475	0.7398025	0.57679	0.7529425	True	386340.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.6469373	0.6208135	0.5609475	0.7398025	0.5381925	0.7033075	True	656565.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.6903851999999999	0.6658228	0.6	0.7758025000000001	0.57679	0.7529425	True	649216.0	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.6903851999999999	0.6208135	0.6	0.7758025000000001	0.5381925	0.7033075	True	865230.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.6658228	0.6208135	0.57679	0.7529425	0.5381925	0.7033075	True	761389.0	0.0	0.0	True
