	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7923918000000001	0.7326123	0.7509925	0.8291025	0.689385	0.7718	True	980759.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7923918000000001	0.780302	0.7509925	0.8291025	0.7426	0.8170075	True	672857.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7923918000000001	0.7985671	0.7509925	0.8291025	0.76449	0.8303025	True	411640.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7923918000000001	0.7920578	0.7509925	0.8291025	0.7568975	0.825615	True	508677.0	0.501639	1.0	False
4	0.0003_32_32	3e-05_32_64	0.7923918000000001	0.7903887999999999	0.7509925	0.8291025	0.7538975	0.8238175	True	531825.0	0.01372	0.08232	False
5	0.0003_32_32	3e-05_8_16	0.7923918000000001	0.7812577	0.7509925	0.8291025	0.7440975	0.8161	True	661632.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7923918000000001	0.7814711	0.7509925	0.8291025	0.74368	0.81931	True	654272.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.7326123	0.780302	0.689385	0.7718	0.7426	0.8170075	True	43336.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.7326123	0.7985671	0.689385	0.7718	0.76449	0.8303025	True	6920.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.7326123	0.7920578	0.689385	0.7718	0.7568975	0.825615	True	14092.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.7326123	0.7903887999999999	0.689385	0.7718	0.7538975	0.8238175	True	17358.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.7326123	0.7812577	0.689385	0.7718	0.7440975	0.8161	True	38232.5	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.7326123	0.7814711	0.689385	0.7718	0.74368	0.81931	True	42473.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.780302	0.7985671	0.7426	0.8170075	0.76449	0.8303025	True	237183.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.780302	0.7920578	0.7426	0.8170075	0.7568975	0.825615	True	326264.5	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.780302	0.7903887999999999	0.7426	0.8170075	0.7538975	0.8238175	True	350020.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.780302	0.7812577	0.7426	0.8170075	0.7440975	0.8161	True	485410.5	0.258569	0.7757069999999999	False
17	0.0003_8_16	3e-05_8_8	0.780302	0.7814711	0.7426	0.8170075	0.74368	0.81931	True	482003.5	0.163432	0.653728	False
18	0.0003_8_8	3e-05_32_32	0.7985671	0.7920578	0.76449	0.8303025	0.7568975	0.825615	True	601513.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7985671	0.7903887999999999	0.76449	0.8303025	0.7538975	0.8238175	True	624676.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.7985671	0.7812577	0.76449	0.8303025	0.7440975	0.8161	True	751777.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7985671	0.7814711	0.76449	0.8303025	0.74368	0.81931	True	743110.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7920578	0.7903887999999999	0.7568975	0.825615	0.7538975	0.8238175	True	524455.0	0.058255	0.291275	False
23	3e-05_32_32	3e-05_8_16	0.7920578	0.7812577	0.7568975	0.825615	0.7440975	0.8161	True	660486.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.7920578	0.7814711	0.7568975	0.825615	0.74368	0.81931	True	653669.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.7903887999999999	0.7812577	0.7538975	0.8238175	0.7440975	0.8161	True	636684.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7903887999999999	0.7814711	0.7538975	0.8238175	0.74368	0.81931	True	630085.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.7812577	0.7814711	0.7440975	0.8161	0.74368	0.81931	True	496374.5	0.778924	1.0	False
