	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7776877	0.7548311999999999	0.7376775	0.8142125	0.7167875	0.7934074999999999	True	796784.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7776877	0.8208843	0.7376775	0.8142125	0.786	0.8532099999999999	True	45609.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7776877	0.8354303	0.7376775	0.8142125	0.80289	0.868905	True	11671.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7776877	0.8302292	0.7376775	0.8142125	0.7959925	0.8615025000000001	True	19593.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7776877	0.8359062	0.7376775	0.8142125	0.800975	0.8669	True	11220.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.7776877	0.8134269	0.7376775	0.8142125	0.7779775	0.84722	True	87042.0	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7776877	0.8175574999999999	0.7376775	0.8142125	0.7811	0.8507	True	64354.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.7548311999999999	0.8208843	0.7167875	0.7934074999999999	0.786	0.8532099999999999	True	5983.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.7548311999999999	0.8354303	0.7167875	0.7934074999999999	0.80289	0.868905	True	1110.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.7548311999999999	0.8302292	0.7167875	0.7934074999999999	0.7959925	0.8615025000000001	True	1923.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.7548311999999999	0.8359062	0.7167875	0.7934074999999999	0.800975	0.8669	True	1069.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.7548311999999999	0.8134269	0.7167875	0.7934074999999999	0.7779775	0.84722	True	13893.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.7548311999999999	0.8175574999999999	0.7167875	0.7934074999999999	0.7811	0.8507	True	9478.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8208843	0.8354303	0.786	0.8532099999999999	0.80289	0.868905	True	271253.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.8208843	0.8302292	0.786	0.8532099999999999	0.7959925	0.8615025000000001	True	347819.5	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8208843	0.8359062	0.786	0.8532099999999999	0.800975	0.8669	True	261933.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8208843	0.8134269	0.786	0.8532099999999999	0.7779775	0.84722	True	621880.0	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8208843	0.8175574999999999	0.786	0.8532099999999999	0.7811	0.8507	True	557919.5	7e-06	1.4e-05	True
18	0.0003_8_8	3e-05_32_32	0.8354303	0.8302292	0.80289	0.868905	0.7959925	0.8615025000000001	True	584282.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8354303	0.8359062	0.80289	0.868905	0.800975	0.8669	True	489152.0	0.400888	0.400888	False
20	0.0003_8_8	3e-05_8_16	0.8354303	0.8134269	0.80289	0.868905	0.7779775	0.84722	True	814523.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8354303	0.8175574999999999	0.80289	0.868905	0.7811	0.8507	True	767162.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.8302292	0.8359062	0.7959925	0.8615025000000001	0.800975	0.8669	True	405026.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.8302292	0.8134269	0.7959925	0.8615025000000001	0.7779775	0.84722	True	753635.0	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.8302292	0.8175574999999999	0.7959925	0.8615025000000001	0.7811	0.8507	True	698682.0	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.8359062	0.8134269	0.800975	0.8669	0.7779775	0.84722	True	822293.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.8359062	0.8175574999999999	0.800975	0.8669	0.7811	0.8507	True	775488.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.8134269	0.8175574999999999	0.7779775	0.84722	0.7811	0.8507	True	436029.0	1e-06	3e-06	True
