	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7572230999999999	0.7000917999999999	0.7150974999999999	0.7990125	0.6582875	0.741815	True	970170.0	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7572230999999999	0.7724426	0.7150974999999999	0.7990125	0.728785	0.813705	True	303376.5	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7572230999999999	0.8123878999999999	0.7150974999999999	0.7990125	0.7737875000000001	0.8499074999999999	True	29184.5	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7572230999999999	0.7785596	0.7150974999999999	0.7990125	0.7372875	0.8184	True	237037.5	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7572230999999999	0.7828202	0.7150974999999999	0.7990125	0.7432	0.8207	True	189549.5	0.0	0.0	True
5	0.0003_32_32	3e-05_8_16	0.7572230999999999	0.7742663	0.7150974999999999	0.7990125	0.7328875	0.8143050000000001	True	282900.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7572230999999999	0.7679527	0.7150974999999999	0.7990125	0.7255975	0.80801	True	357918.0	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.7000917999999999	0.7724426	0.6582875	0.741815	0.728785	0.813705	True	8293.0	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.7000917999999999	0.8123878999999999	0.6582875	0.741815	0.7737875000000001	0.8499074999999999	True	46.5	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.7000917999999999	0.7785596	0.6582875	0.741815	0.7372875	0.8184	True	4332.5	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.7000917999999999	0.7828202	0.6582875	0.741815	0.7432	0.8207	True	2249.5	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.7000917999999999	0.7742663	0.6582875	0.741815	0.7328875	0.8143050000000001	True	7721.5	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.7000917999999999	0.7679527	0.6582875	0.741815	0.7255975	0.80801	True	12814.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.7724426	0.8123878999999999	0.728785	0.813705	0.7737875000000001	0.8499074999999999	True	84286.0	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.7724426	0.7785596	0.728785	0.813705	0.7372875	0.8184	True	419532.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.7724426	0.7828202	0.728785	0.813705	0.7432	0.8207	True	362329.5	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.7724426	0.7742663	0.728785	0.813705	0.7328875	0.8143050000000001	True	475049.0	0.053337	0.053337	False
17	0.0003_8_16	3e-05_8_8	0.7724426	0.7679527	0.728785	0.813705	0.7255975	0.80801	True	560424.5	3e-06	1.2e-05	True
18	0.0003_8_8	3e-05_32_32	0.8123878999999999	0.7785596	0.7737875000000001	0.8499074999999999	0.7372875	0.8184	True	877595.0	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.8123878999999999	0.7828202	0.7737875000000001	0.8499074999999999	0.7432	0.8207	True	851299.5	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.8123878999999999	0.7742663	0.7737875000000001	0.8499074999999999	0.7328875	0.8143050000000001	True	904732.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.8123878999999999	0.7679527	0.7737875000000001	0.8499074999999999	0.7255975	0.80801	True	937240.0	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7785596	0.7828202	0.7372875	0.8184	0.7432	0.8207	True	443652.0	1.3e-05	3.9e-05	True
23	3e-05_32_32	3e-05_8_16	0.7785596	0.7742663	0.7372875	0.8184	0.7328875	0.8143050000000001	True	555730.0	1.6e-05	3.9e-05	True
24	3e-05_32_32	3e-05_8_8	0.7785596	0.7679527	0.7372875	0.8184	0.7255975	0.80801	True	638203.0	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.7828202	0.7742663	0.7432	0.8207	0.7328875	0.8143050000000001	True	612370.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7828202	0.7679527	0.7432	0.8207	0.7255975	0.80801	True	694463.0	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.7742663	0.7679527	0.7328875	0.8143050000000001	0.7255975	0.80801	True	584195.5	0.0	0.0	True
