	Model 1	Model 2	Mean Model 1	Mean Model 2	Model 1 CI Lower	Model 1 CI Upper	Model 2 CI Lower	Model 2 CI Upper	CI Overlap	U Statistic (Model1 > Model2)	P-Value (Model1 > Model2)	Corrected P-Value (Model1 > Model2)	Significant (Model1 > Model2)
0	0.0003_32_32	0.0003_32_64	0.7211602	0.6720819	0.6559975	0.7856075	0.6069675	0.7359125	True	856242.5	0.0	0.0	True
1	0.0003_32_32	0.0003_8_16	0.7211602	0.8022805000000001	0.6559975	0.7856075	0.752365	0.8503075	True	23298.0	0.0	0.0	True
2	0.0003_32_32	0.0003_8_8	0.7211602	0.7672439	0.6559975	0.7856075	0.7124925	0.8191175	True	134914.0	0.0	0.0	True
3	0.0003_32_32	3e-05_32_32	0.7211602	0.7115720999999999	0.6559975	0.7856075	0.653095	0.7714125	True	587488.0	0.0	0.0	True
4	0.0003_32_32	3e-05_32_64	0.7211602	0.7212348	0.6559975	0.7856075	0.6639675	0.776	True	497569.0	0.850705	0.850705	False
5	0.0003_32_32	3e-05_8_16	0.7211602	0.7332139	0.6559975	0.7856075	0.6731975	0.788935	True	388473.5	0.0	0.0	True
6	0.0003_32_32	3e-05_8_8	0.7211602	0.7482068	0.6559975	0.7856075	0.6904925	0.8024	True	257169.5	0.0	0.0	True
7	0.0003_32_64	0.0003_8_16	0.6720819	0.8022805000000001	0.6069675	0.7359125	0.752365	0.8503075	True	1513.5	0.0	0.0	True
8	0.0003_32_64	0.0003_8_8	0.6720819	0.7672439	0.6069675	0.7359125	0.7124925	0.8191175	True	15516.0	0.0	0.0	True
9	0.0003_32_64	3e-05_32_32	0.6720819	0.7115720999999999	0.6069675	0.7359125	0.653095	0.7714125	True	191905.0	0.0	0.0	True
10	0.0003_32_64	3e-05_32_64	0.6720819	0.7212348	0.6069675	0.7359125	0.6639675	0.776	True	133147.0	0.0	0.0	True
11	0.0003_32_64	3e-05_8_16	0.6720819	0.7332139	0.6069675	0.7359125	0.6731975	0.788935	True	86256.0	0.0	0.0	True
12	0.0003_32_64	3e-05_8_8	0.6720819	0.7482068	0.6069675	0.7359125	0.6904925	0.8024	True	41168.0	0.0	0.0	True
13	0.0003_8_16	0.0003_8_8	0.8022805000000001	0.7672439	0.752365	0.8503075	0.7124925	0.8191175	True	827238.5	0.0	0.0	True
14	0.0003_8_16	3e-05_32_32	0.8022805000000001	0.7115720999999999	0.752365	0.8503075	0.653095	0.7714125	True	988694.0	0.0	0.0	True
15	0.0003_8_16	3e-05_32_64	0.8022805000000001	0.7212348	0.752365	0.8503075	0.6639675	0.776	True	983802.0	0.0	0.0	True
16	0.0003_8_16	3e-05_8_16	0.8022805000000001	0.7332139	0.752365	0.8503075	0.6731975	0.788935	True	963694.5	0.0	0.0	True
17	0.0003_8_16	3e-05_8_8	0.8022805000000001	0.7482068	0.752365	0.8503075	0.6904925	0.8024	True	927995.0	0.0	0.0	True
18	0.0003_8_8	3e-05_32_32	0.7672439	0.7115720999999999	0.7124925	0.8191175	0.653095	0.7714125	True	912286.5	0.0	0.0	True
19	0.0003_8_8	3e-05_32_64	0.7672439	0.7212348	0.7124925	0.8191175	0.6639675	0.776	True	877964.0	0.0	0.0	True
20	0.0003_8_8	3e-05_8_16	0.7672439	0.7332139	0.7124925	0.8191175	0.6731975	0.788935	True	801606.5	0.0	0.0	True
21	0.0003_8_8	3e-05_8_8	0.7672439	0.7482068	0.7124925	0.8191175	0.6904925	0.8024	True	689390.5	0.0	0.0	True
22	3e-05_32_32	3e-05_32_64	0.7115720999999999	0.7212348	0.653095	0.7714125	0.6639675	0.776	True	406507.0	0.0	0.0	True
23	3e-05_32_32	3e-05_8_16	0.7115720999999999	0.7332139	0.653095	0.7714125	0.6731975	0.788935	True	303337.5	0.0	0.0	True
24	3e-05_32_32	3e-05_8_8	0.7115720999999999	0.7482068	0.653095	0.7714125	0.6904925	0.8024	True	184992.5	0.0	0.0	True
25	3e-05_32_64	3e-05_8_16	0.7212348	0.7332139	0.6639675	0.776	0.6731975	0.788935	True	385608.5	0.0	0.0	True
26	3e-05_32_64	3e-05_8_8	0.7212348	0.7482068	0.6639675	0.776	0.6904925	0.8024	True	247075.5	0.0	0.0	True
27	3e-05_8_16	3e-05_8_8	0.7332139	0.7482068	0.6731975	0.788935	0.6904925	0.8024	True	354121.5	0.0	0.0	True
