	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2143	0.4884	0.2979	0.175	120.0
DRINKS#PRICES	0.0714	0.3333	0.1176	0.0625	16.0
DRINKS#QUALITY	0.2	0.375	0.2609	0.15	20.0
DRINKS#STYLE_OPTIONS	0.3333	0.5	0.4	0.25	12.0
FOOD#PRICES	0.0938	0.1875	0.125	0.0667	45.0
FOOD#QUALITY	0.5101	0.6733	0.5805	0.4089	247.0
FOOD#STYLE_OPTIONS	0.0441	0.1364	0.0667	0.0345	87.0
LOCATION#GENERAL	0.0294	0.2	0.0513	0.0263	38.0
RESTAURANT#GENERAL	0.1937	0.6143	0.2945	0.1727	249.0
RESTAURANT#MISCELLANEOUS	0.0303	0.0588	0.04	0.0204	49.0
RESTAURANT#PRICES	0.2174	0.3571	0.2703	0.1562	32.0
SERVICE#GENERAL	0.2961	0.6	0.3965	0.2473	182.0
Micro-AVG	0.2561	0.5361	0.3466	0.2097	1097.0
Macro-AVG	0.1862	0.377	0.2418		1097
